sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height
115094,Eichholtz TV Cabinet Talbot ,EICHHOLTZ,Entertainment,7479,25%,5609.25,"A must-have for living areas and entertainment spaces, TV Cabinet Talbot sets the stage for the big game or a movie night. Finished in charcoal grey oak veneer and decorated with a medium bronze border, this sleek TV stand features a clean-lined design perfect for contemporary aesthetics. With four drawers flanking two open shelves, you will have plenty of room to stow away remotes and game consoles.

94.49"" x 19.69"" x 21.85"" H","115094-1,
115094-2,
115094-3,
115094-4",,,
116198,Eichholtz TV Cabinet Talbot Oak Veneer,EICHHOLTZ,Entertainment,7479,25%,5609.25,"A must-have for living areas and entertainment spaces, TV Cabinet Talbot sets the stage for the big game or a movie night. Finished in washed oak veneer and decorated with a brushed brass border, this sleek TV stand features a clean-lined design perfect for contemporary aesthetics. With four drawers flanking two open shelves, you will have plenty of room to stow away remotes and game consoles.

94.49"" x 19.69"" x 21.85"" H","116198-1,
116198-2,
116198-3,
116198-4",,,
116523,Eichholtz Coffee Table Esposito Set of 4 Brass Finish,EICHHOLTZ,Tables > Cocktail Tables,5346,25%,4009.5,"Coffee Table Esposito gives any living area a fashionable feel thanks to its modern design. Different levels make this 4-piece configuration surprisingly versatile. The 2 low and 2 high elements can be grouped together to form a large coffee table or used as individual accent tables. Mounted on a sturdy black base, each piece has brushed brass sides and a top of black marble.

23.62"" x 23.62"" x 10.24"" H | 7.87"" H","116523-1,
116523-2,
116523-3,
116523-4",,,
116524,Eichholtz Coffee Table Esposito Set of 4 Black Marble,EICHHOLTZ,Tables > Cocktail Tables,5346,25%,4009.5,"Coffee Table Esposito gives any living area a fashionable feel thanks to its modern design. Different levels make this 4-piece configuration surprisingly versatile. The 2 low and 2 high elements can be grouped together to form a large coffee table or used as individual accent tables. Mounted on a sturdy black base, each piece has bronze finish sides and a top of black marble.

23.62"" x 23.62"" x 10.24"" H | 7.87"" H","116524-1,
116524-2,
116524-3,
116524-4",,,
116208,Eichholtz Coffee Table Roxton,EICHHOLTZ,Tables > Cocktail Tables,6588,25%,4941,"Coffee Table Roxton is a striking surface for display. The bottom of its bronze finish frame is provided with three grey veneer pull-out drawers on rails, so your magazines and remote control are always clearly visible under the glass top, and ready for use.

70.87"" x 35.43"" x 14.57"" H","116208-1,
116208-2,
116208-3,
116208-4,
116208-5",,,
115913,Eichholtz Cabinet Brett,EICHHOLTZ,Cabinets,7844,25%,5883,"The charcoal grey oak veneer Brett Cabinet is just what you need to give your interior extra flair. This contemporary cabinet with offset shelves is the piece of furniture that expands storage space without taking up much space in your living room, study or home office. It offers plenty of space to store and display books and collectables.

94.49"" x 15.75"" x 55.31"" H","115913-1,
115913-2,
115913-3,
115913-4",,,
116140,Eichholtz Side Table Artemisa,EICHHOLTZ,Tables > End Tables,2673,25%,2004.75,"Featuring a Mid-Century Modern design and a chic appeal, Side Table Artemisa makes a statement with its elegant frame in a brushed brass finish. The interior curves of the frame are accentuated by sleek bronze bars on the legs and a tabletop of bevelled mirror glass, bringing focus to the spaciousness within the solid materials shaping this piece.

25.2"" dia x 17.13"" H","116140-1,
116140-2,
116140-3,
116140-4,
116140-5",,,
116457,Eichholtz Side Table Porter Oval,EICHHOLTZ,Tables > End Tables,3389,25%,2541.75,"Designed with elegance in mind, Side Table Porter will elevate the style of your abode. Featuring an oval shape, this lovely end table pairs a brushed brass casing with a black base and a grey marble top. The warm look of the brass counterpoints the cool tone of the marble with striking effect.

25.59"" x 18.9"" x 15.16"" H","116457-1,
116457-2,116457-3",,,
116275,Eichholtz Side Table Porter Round,EICHHOLTZ,Tables > End Tables,3389,25%,2541.75,"Designed with elegance in mind, Side Table Porter will elevate the style of your abode. Round in shape, this lovely end table pairs a brushed brass casing with a black base and a grey marble top. The warm look of the brass counterpoints the cool tone of the marble with striking effect.

19.69"" dia x 19.69"" H","116275-1,
116275-2,
116275-3",,,
114794,Eichholtz Side Table Perry Brass,EICHHOLTZ,Tables > End Tables,1350,25%,1012.5,"Both stylish and practical, Side Table Perry will prove to be a versatile piece of furniture. Either in your living room where it can be pulled to your sofa to have snacks and drinks within reach or in your bedroom where it can serve as an elegant nightstand. This lovely accent table has a sleek brushed brass finish frame and a top of thick clear glass.

17.72"" x 17.91"" x 22.24"" H","114794-1,
114794-2,
114794-3,
114794-4",,,
114920,Eichholtz Side Table Perry Steel,EICHHOLTZ,Tables > End Tables,1350,25%,1012.5,"Both stylish and practical, Side Table Perry will prove to be a versatile piece of furniture. Either in your living room where it can be pulled to your sofa to have snacks and drinks within reach or in your bedroom where it can serve as an elegant nightstand. This lovely accent table has a sleek frame of polished stainless steel and a top of thick clear glass.

17.72"" x 17.91"" x 22.24"" H","114920-1,
114920-2,
114920-3,
114920-4",,,
115109,Eichholtz TV Cabinet Canova,EICHHOLTZ,Entertainment,7843,25%,5882.25,"Practical and stylish, the contemporary Canova TV Cabinet offers plenty of storage space with an open part for displaying items, a large drawer in the middle and 2 smaller drawers on either side. The charcoal grey oak veneer of the case goes well with the medium bronze finish of the frame and handles.

86.61"" x 20.67"" x 22.44"" H","115109-1,
115109-2,
115109-3,
115109-4",,,
115361,Eichholtz Dresser Camelot,EICHHOLTZ,Dressers,8559,25%,6419.25,"Pairing sophisticated design with Art Deco style and chic materials, Dresser Camelot brings elegance to your living area or bedroom. Finished in brown oak veneer and accentuated with brushed brass rims, it blends effortlessly into both monochromatic and vibrant palettes. It can be combined with the bedside table and bed frame from our Camelot series.

55.12"" x 20.47"" x 37.4"" H","115361-1,
115361-2,
115361-3,
115361-4,
115361-5",,,
114655UL,Eichholtz Floor Lamp Fiori,EICHHOLTZ,Lighting > Floor Lamps,5009,25%,3756.75,"The graphic antique brass finish framework of Floor Lamp Fiori sets off its gorgeous alabaster globe shades and delivers cosy ambient lighting. Make sure to do its beautiful Art Deco design justice by placing it in a prime visible location in your living room, bedroom or home office.

16.73"" x 14.57"" x 67.72"" H","114655UL-1,
114655UL-2,114655UL-3,
114655UL-4",,,
116297,Eichholtz Side Table Numa,EICHHOLTZ,Tables > End Tables,2322,25%,1741.5,"Want to bring architectural allure into your interior without doing too much? Opt for the Numa Side Table that has a brushed brass frame and a smoked glass tabletop. A fascinating design and a clever combination of sleek materials make this end table both artful and functional. Located near a comfortable sofa, it will allow you to have everything you need at hand.

19.49"" x 19.49"" x 17.72"" H","116297-1,
116297-2,
116297-3,
116297-4",,,
116296,Eichholtz Coffee Table Numa,EICHHOLTZ,Tables > Cocktail Tables,4280,25%,3210,"Want to bring architectural allure into your interior without doing too much? Opt for the Numa Coffee Table that has a brushed brass frame and a smoked glass tabletop. A fascinating design and a clever combination of sleek materials make this coffee table both artful and functional.

35.63"" x 35.63"" x 15.16"" H","116296-1,
116296-2,
116296-3,
116296-4,
116296-5",,,
115112,Eichholtz TV Cabinet Hennessey L,EICHHOLTZ,Entertainment,7128,25%,5346,"Bring a modern feel to your living room or entertainment space with TV Cabinet Hennessy L. Pairing a clean look with ample storage space, this tv unit provides a beautiful blend of style and functionality. Finished in charcoal oak veneer and containing a medium bronze inner frame with 4 compartments, it features an open build, sleek silhouette, and integrated storage, providing plenty of space for electronics and a media library.

86.61"" x 19.69"" x 21.85"" H","115112-1,
115112-2,
115112-3,
115112-4",,,
115111,Eichholtz TV Cabinet Hennessey S,EICHHOLTZ,Entertainment,6237,25%,4677.75,"Bring a modern feel to your living room or entertainment space with TV Cabinet Hennessy S. Pairing a clean look with ample storage space, this tv unit provides a beautiful blend of style and functionality. Finished in charcoal oak veneer and containing a medium bronze inner frame with 3 compartments, it features an open build, sleek silhouette, and integrated storage, providing plenty of space for electronics and a media library.

70.87"" x 19.69"" x 21.85"" H","115111-1,
115111-2,
115111-3",,,
A114659,Eichholtz Swivel Chair Alonso,EICHHOLTZ,Seating > Occasional Chairs,2997,25%,2247.75,"The Alonso Swivel Chair is a breath of fresh air to any room. This pretty lounge chair has a cream-coloured bouclé upholstery and a brushed brass swivel base. It has a plush look to it which will instantly enhance the sense of comfort to the chair.

A. 31.5"" | B. 31.5"" | C. 30.12"" | D. 22.05"" | E. 17.72""",A114659-1,,,
A115654,Eichholtz Sofa Bernd,EICHHOLTZ,Seating > Sofas,6588,25%,4941,"Organic in shape, upholstered in Mademoiselle beige, and provided with a black base, Sofa Bernd matches with a myriad of interior styles and colour schemes, from minimalist to maximalist and from bohemian to eclectic. This is the perfect spot for reclining.

A. 97.64"" | B. 40.94"" | C. 29.13"" | D. 24.41"" | E. 16.54""","A115654-1,
A115654-2,
A115654-3,
A115654-4",,,
A115574,Bench Bjorn Boucle Cream,EICHHOLTZ,Seating > Benches & Ottomans,3213,25%,2409.75,"Enjoy the rich comfort and the striking design of Bench Björn. Organic in shape and fully upholstered in a soft-touch Bouclé cream fabric, this gorgeous bench sits on a black base and matches with both modern and traditional interiors. It will smartly divide large, open-plan living areas and with a tray on top it can even be used as a coffee table. Combine with other furniture from our Björn series.

70.87"" x 37.4"" x 17.32"" H","A115574-1,
A115574-2,
A115574-3,
A115574-4,
A115574-5",,,
A114819,Eichholtz Swivel Chair Bollinger,EICHHOLTZ,Seating > Occasional Chairs,2673,25%,2004.75,"Bring a unique flair to any room with the charming Bollinger Swivel Chair. Whether you are looking for a place to settle down for reading or just need a place to relax, this lovely chair offers a 360-degree swivel to bring you the best in comfort and design. Exuding a sleek contemporary style with its stunning circular design, it is wrapped in a soft-touch Bouclé cream fabric and mounted on a brushed brass swivel base.

A. 39.37"" | B. 40.16"" | C. 26.77"" | D. 22.83"" | E. 17.72""","A114819-1,
A114819-2,
A114819-3,
A114819-4,
A114819-5,
A114819-6",,,
A115323,Eichholtz Sofa Brice,EICHHOLTZ,Seating > Sofas,4995,25%,3746.25,"Relax to your heart’s content on the Brice Sofa, an ultra-stylish sofa for your living space. Cosy and contemporary, this elegantly curved couch features a soft fabric upholstery in Mademoiselle beige and a brushed brass base.

A. 82.68"" | B. 33.46"" | C. 28.35"" | D. 25.59"" | E. 16.54"" | F. 22.05""","A115323-1,
A115323-2,
A115323-3,
A115323-4,
A115323-5",,,
A114306,Eichholtz Swivel Chair Clement,EICHHOLTZ,Seating > Occasional Chairs,2916,25%,2187,"Perched atop a brushed brass base, the Clément Swivel Chair oozes laid-back luxury. Completely upholstered in cream-coloured bouclé, this well-rounded accent piece fits well in any interior space.

A. 31.89"" | B. 31.89"" | C. 29.92"" | D. 24.02"" | E. 16.14""",A114306-1,,,
A115777,Eichholtz Sofa Amore,EICHHOLTZ,Seating > Sofas,6237,25%,4677.75,"Enjoy the soft embrace of the Amore Sofa. Upholstered in the lush fabric Lyssa off-white, this lovely organically shaped sofa is both comfortable and beautiful. Its almost floating look with rounded ends gives this sofa an extremely elegant appearance.

A. 92.52"" | B. 41.34"" | C. 29.13"" | D. 29.92"" | E. 16.54""","A115777-1,
A115777-2,
A115777-3,
A115777-4",,,
A115811,Eichholtz Chair Corso,EICHHOLTZ,Seating > Occasional Chairs,3024,25%,2268,"Epitomising relaxation, Chair Corso will be the perfect addition to any living space. The generous padding and soft Lyssa off-white upholstery of this tuxedo armchair provide the utmost comfort whilst the sleek black frame poses contemporary aesthetics.

A. 41.34"" | B. 36.61"" | C. 27.95"" | D. 25.59"" | E. 18.11"" | F. 27.95""","A115811-1,
A115811-2,
A115811-3,
A115811-4,
A115811-5,
A115811-6",,,
A116070,Eichholtz Swivel Chair Amore,EICHHOLTZ,Seating > Occasional Chairs,990,25%,742.5,"Enjoy the soft embrace of the Amore Swivel Chair. Upholstered in the lush fabric Lyssa off-white, this lovely organically shaped sofa is both comfortable and beautiful. Its almost floating look with rounded ends gives this sofa an extremely elegant appearance.

A. 38.19"" | B. 35.83"" | C. 29.13"" | D. 24.41"" | E. 16.93"" | F. 18.5""","A116070-1,
A116070-2,
A116070-3,
A116070-4",,,
114431,Eichholtz Console Table Aston,EICHHOLTZ,Tables > Console Tables,2916,25%,2187,"A stylish feature for your hallway, bedroom or living room, the Aston Console Table is characterised by an elegant half moon surface design and a sleek brushed brass finish frame. Its clean table top of black glass is well-suited for displaying framed pictures or flower arrangements.

39.37"" x 13.78"" x 31.89"" H","114431-1,
114431-2,
114431-3,
114431-4,
114431-5,
114431-6",,,
114371,Eichholtz Console Table Renaissance,EICHHOLTZ,Tables > Console Tables,3767,25%,2825.25,"The gracious Renaissance Console Table is a delightful addition to any traditional interior décor. Its black marble semi-circular table top on 4 beautifully curved brushed brass legs is stylishly confident. The curled feet on a black granite base make this classic console table a beautiful, striking item for your hallway or living room.

38.98"" x 13.78"" x 30.51"" H","114371-1,
114371-2,
114371-3,
114371-4,
114371-5",,,
116280,Eichholtz Console Table Fabio,EICHHOLTZ,Tables > Console Tables,1585,25%,1188.75,"Taking inspiration from Art Deco design, the Fabio Console Table is a stylish addition to any hallway and a perfect base for showcasing flower arrangements, picture frames and other decorative objects. Finished in brushed brass, the metal legs elegantly curve around the ends of the pill-shaped tabletop from Barcelona marble.

47.24"" x 15.75"" x 29.72"" H","116280-1,
116280-2,
116280-3",,,
A115142,Eichholtz Chair Kelly,EICHHOLTZ,Seating > Occasional Chairs,2849,25%,2136.75,"Chair Kelly will bring lots of charm and warmth to your living room with its cream-coloured bouclé upholstery. Featuring a gently curved design and deep channel stitching, this lovely armchair will offer you a very comfortable seat.

A. 42.13"" | B. 37.8"" | C. 30.91"" | D. 25.2"" | E. 18.5"" | F. 24.8""","A115142-1,
A115142-2,
A115142-3,
A115142-4,
A115142-5",,,
A115143,Eichholtz Sofa Kelly L,EICHHOLTZ,Seating > Sofas,7480,25%,5610,"Upholstered in cream-coloured bouclé, Sofa Kelly will bring lots of charm and warmth to your living room. With its gently curved design and deep channel stitching, this generous sofa will offer you a very comfortable seat.

A. 118.11"" | B. 45.28"" | C. 30.91"" | D. 25.2"" | E. 18.5"" | F. 24.8""","A115143-1,
A115143-2,
A115143-3,
A115143-4,
A115143-5,
A115143-6",,,
A115258,Eichholtz Swivel Chair Inger,EICHHOLTZ,Seating > Occasional Chairs,2848,25%,2136,"With its relaxing curves and soft-touch bouclé upholstery, Swivel Chair Inger will bring opulence to your home. Looking like an open flower, this delightful bouclé cream accent chair will be a highly decorative addition to your lounge or bedroom. It is mounted on a brushed brass swivel base.

A. 37.4"" | B. 32.68"" | C. 27.17"" | D. 23.23"" | E. 16.54""","A115258-1,
A115258-2,
A115258-3,
A115258-4,
A115258-5",,,
A115439,Eichholtz Sofa Ditmar,EICHHOLTZ,Seating > Sofas,5347,25%,4010.25,"Resting upon a black finish base and upholstered in Mademoiselle beige, Sofa Ditmar will bring lots of charm and warmth to your living room. The deep channel stitching of the seat and backrest gives this contemporary sofa a touch of nostalgia.

A. 90.94"" | B. 37.4"" | C. 27.95"" | D. 26.38"" | E. 17.72"" | F. 27.95""","A115439-1,
A115439-2,
A115439-3,
A115439-4,
A115439-5",,,
A115576,Eichholtz Chair Ditmar,EICHHOLTZ,Seating > Occasional Chairs,2619,25%,1964.25,"Resting upon a black finish base and upholstered in Mademoiselle beige, Chair Ditmar will bring lots of charm and warmth to your living room. The deep channel stitching of the seat and backrest gives this contemporary armchair a touch of nostalgia.

A. 41.34"" | B. 38.19"" | C. 27.95"" | D. 26.38"" | E. 17.72"" | F. 27.95""","A115576-1,
A115576-2,
A115576-3,
A115576-4,
A115576-5",,,
A114996,Eichholtz Chair Antico,EICHHOLTZ,Seating > Occasional Chairs,2182,25%,1636.5,"Add a sense of statement and appeal to your living space with the Antico Chair. Featuring a superb branch-like frame with a medium bronze finish and a seat in Abrasia grey upholstery, this armchair is perfect as a part of your living room seating arrangement or as an accent piece in your bedroom.

A. 24.8"" | B. 31.89"" | C. 32.28"" | D. 21.26"" | E. 15.75"" | F. 21.65""","A114996-1,
A114996-2,
A114996-3,
A114996-4,
A114996-5",,,
A113711,Eichholtz Bar Stool Cliff Set of 2,EICHHOLTZ,Seating > Bar Stools,1604,25%,1203,"Create a wow-worthy interior with the Cliff Bar Stool in Savona greige velvet, that comes in a set of 2. Featuring black tapered legs with gold caps, the solid frame holds an armless back that is open at the bottom before the seat. Its stylish silhouette is accentuated with black faux leather piping.

A. 20.08"" | B. 20.47"" | C. 40.55"" | D. 18.11"" | E. 30.91""","A113711-1,
A113711-2,
A113711-3,
A113711-4",,,
A113523,Eichholtz Dining Chair Cliff Set of 2,EICHHOLTZ,Seating > Dining Chairs,1288,25%,966,"Create a wow-worthy dining room with the Cliff Dining Chair in Savona greige velvet. Featuring black tapered legs with gold caps, the solid frame holds an armless back that is open at the bottom before the seat. Its stylish silhouette is accentuated with black faux leather piping.

A. 20.87"" | B. 22.05"" | C. 33.07"" | D. 16.54"" | E. 20.28""","A113523-1,
A113523-2,
A113523-3,
A113523-4,
A113523-5",,,
