sku,Name,Brand,Categories,MSRP,Sale Price,Description,Images,Length,Width,Height
CON-CLOSTO-068,"Caracole Opposites Attract Dresser
",Caracole,Furniture > Bedroom > Dressers,5975,3943.5,"PORTFOLIO:
CARACOLE

WEIGHT:
341 pounds

MATERIAL:
Pine Solids and Pine Veneers

DIMENSIONS (IN):
72W x 23.5D x 38H in

DIMENSIONS (CM):
182.88W x 59.69D x 96.52H cm

CARTON DIMENSIONS:
76.260W x 27.240D x 43.900H in

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
We think black and gold is a match made in heaven, especially when it comes in our popular 72-inch six drawer, two door closed storage cabinet. The combination of our signature leafed Pompeii and satin-like Tuxedo Black finishes are further enhanced by the custom designed jewelry-like hardware. Lovely as a bedroom dresser, with a removable felt-lined jewelry tray. Or, you may prefer Opposites Attract as an elegant credenza in the dining room. Interior shelves are adjustable to accommodate your dining accessories.","CON-CLOSTO-068-1, CON-CLOSTO-068-2, CON-CLOSTO-068-3, CON-CLOSTO-068-4, CON-CLOSTO-068-5
",72,23.5,38
"M023-417-011
",Caracole Streamline Dresser,Caracole,Furniture > Bedroom > Dressers,3125,2062.5,"PORTFOLIO:
CARACOLE MODERN

WEIGHT:
297.87 pounds

MATERIAL:
Asian Hardwood, Fumed Quartered Figured Eucalyptus

DIMENSIONS (IN):
65.5W x 18.75D x 33H in

DIMENSIONS (CM):
166.37W x 47.63D x 83.82H cm

CARTON DIMENSIONS:
22.750W x 69.500D x 39.250H in

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
Classic Streamline-era details come to life in this contemporized six-drawer dresser. Distinguished by its generously rounded corners, and recessed plinth base, this piece takes on a refreshed style in fumed figured eucalyptus that has been finished in Aged Bourbon with a high sheen. The soft-closing drawers are lined in Dark Chocolate paint. One drawer has a jewelry tray. Each generously sized drawer has long, thin custom Golden Bronze metal pulls.","M023-417-011-1, M023-417-011-2, M023-417-011-3, M023-417-011-4
",65.5,18.75,33
"M103-419-021
","Caracole Vector Dresser


",Caracole,Furniture > Bedroom > Dressers,3130,2065.8,"PORTFOLIO:
CARACOLE MODERN

WEIGHT:
231 pounds

MATERIAL:
Asian Hardwood, Engineered Ebony

DIMENSIONS (IN):
52W x 20D x 34H in

DIMENSIONS (CM):
132.08W x 50.8D x 86.36H cm

CARTON DIMENSIONS:
23.622W x 54.843D x 39.173H in

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
An understated beauty, this exquisite dresser conveys luxury from every perspective. Its softly bowed silhouette is brought to life with engineered ebony finished in Striated Ebony and highlighted with tapered, textured hardware. This bold mix of materials is complemented by an inverted base that adds another layer of visual appeal. Three generously sized drawers offer elegantly finished interiors and are perfect for storing everything from wool socks to favorite cashmere sweaters. When it comes to stylish storage, this inspired dresser is a true essential.","M103-419-021-1, M103-419-021-2, M103-419-021-3, M103-419-021-4
",52,20,34
"M113-019-011
","Caracole Remix Double Dresser


",Caracole,Furniture > Bedroom > Dressers,3125,2062.5,"PORTFOLIO:
CARACOLE MODERN

WEIGHT:
264 pounds

MATERIAL:
Hardwood, Metal, Ash, Oak

DIMENSIONS (IN):
66W x 18D x 35H in

DIMENSIONS (CM):
167.64W x 45.72D x 88.9H cm

CARTON DIMENSIONS:
22.820W x 71.390D x 41.670H in

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
If ever there was a dresser that could make you stop and do a double-take, this is the one. Bold in character, its modern mix of finishes and materials conveys understated urban flair. A rich Black Stained Ash finish wraps around its clean-lined silhouette while its drawer fronts are highlighted in Cerused Oak paired with coordinating custom hardware. With eight drawers, fully finished in Black Stained Ash, there's room for all of your wardrobe essentials. The character of this fashion-forward double dresser is further enhanced by its metal frame and trim finished in a softly reflective Bronze Metallic Paint.","M113-019-011-1, M113-019-011-2, M113-019-011-3, M113-019-011-4, M113-019-011-5
",66,18,35
"CLA-017-105
","Caracole A Night In Paris Bed
",Caracole,Furniture > Bedroom > Beds,4700,3102,"COLLECTION: Caracole Classic
Available in Queen, King & California King

MATERIAL:
Birch

FINISH:
Sparkling Argent

Queen Bed: CLA-017-105
Dimensions In Inches: 66.25W x 88D x 66.5H in
Dimensions In Centimeters: 168.28W x 223.52D x 168.91H cm

King Bed: 
Dimensions In Inches: 82.25W x 88D x 66.5H in
Dimensions In Centimeters: 208.92W x 223.52D x 168.91H cm

California King Bed: 
Dimensions In Inches: 82.25W x 92D x 66.5H in
Dimensions In Centimeters: 208.92W x 233.68D x 168.91H cm

PRODUCT OVERVIEW:
As glamorous as a night in Paris, this chic fully upholstered bed evokes the beauty of classic French styling. Luxuriously comfortable, its shapely design features a camel-back headboard and footboard distinguished by decorative cord trim detailing. Its exposed wood legs are finished in rich tones of Sparkling Argent. The resulting effect is timelessly elegant and infinitely magical.
FEATURES:
Fully upholstered headboard, footboard and side rails with decorative cord trim. Exposed wooden legs in Sparkling Argent. Adjustable height bedding support system.
","CLA-017-105-1, CLA-017-105-2, CLA-017-105-3, CLA-017-105-4
",66.25,88,66.5
"C013-016-102
",Caracole Adela Bed,Caracole,Furniture > Bedroom > Beds,5890,3887.4,"COLLECTION: Caracole Classic
Available in Queen, King & California King

MATERIAL:
Birch

FINISH:
Blush Taupe

Queen Bed: C013-016-102
Dimensions In Inches: 66W x 85.25D x 64H in
Dimensions In Centimeters: 167.64W x 216.54D x 162.56H cm

King Bed: C013-016-122
Dimensions In Inches: 82W x 85.25D x 64H in
Dimensions In Centimeters: 208.28W x 216.54D x 162.56H cm

California King Bed: C013-016-142
Dimensions In Inches: 82W x 89.25D x 64H in
Dimensions In Centimeters: 208.28W x 226.7D x 162.56H cm

PRODUCT OVERVIEW:
The majesty of The Adela Sleigh Bed cannot be overlooked. This bed is fully upholstered in creamy velvet that sweeps from the high, curvaceous headboard, down along the rails, and around the low footboard. The collection's lyrical astroid motif is on full display in the headboard's light tufting. Beautiful double-nail details trim the bed's edges. The bed's frame offers a low profile as a result of slim, contemporary feet, making it a highly comfortable piece for generously proportioned bedrooms.
FEATURES:
Exposed wood edge in Blush Taupe. Upholstered headboard, footboard, and siderails. Quilted pattern on headboard. Double row of nails around edge of headboard, footboard and siderails. Denim fabric on back of headboard.","C013-016-102-1, C013-016-102-2, C013-016-102-3, C013-016-102-4
",66,85.25,64
"C023-417-101
","Caracole Avondale Upholstered Bed
",Caracole,Furniture > Bedroom > Beds,5035,3323.1,"COLLECTION: Caracole Classic
Available in Queen, King & California King

MATERIAL:
Birch

FINISH:
Soft Silver Paint

Queen Bed: C023-417-101
Dimensions In Inches: 65.25W x 89.25D x 66.75H in
Dimensions In Centimeters: 165.74W x 226.7D x 169.55H cm

King Bed: C023-417-121
Dimensions In Inches: 81.5W x 89.25D x 66.75H in
Dimensions In Centimeters: 207.01W x 226.7D x 169.55H cm

California King Bed: C023-417-141
Dimensions In Inches: 81.5W x 93.25D x 66.75H in
Dimensions In Centimeters: 207.01W x 236.86D x 169.55H cm

PRODUCT OVERVIEW:
Soft and sophisticated are the hallmarks of this upholstered bed with sweeping lines. The headboard's classic serpentine shape, side rails and footboard have been contemporized with an exposed wood frame dressed in soft silver paint and a shimmering brushed tweed fabric in neutral cream tones. The bed sits off the floor on contemporary, silver-painted trapezoidal feet.
FEATURES:
Upholstered headboard, footboard and side rails. Exposed wood frame in Soft Silver Paint.
","C023-417-101-1, C023-417-101-2, C023-417-101-3, C023-417-101-4
",65.25,89.25,66.75
"C063-419-101
",Caracole Fontainebleau Bed,Caracole,Furniture > Bedroom > Beds,4110,2712.6,"COLLECTION: Caracole Classic
Available in Queen, King & California King

MATERIAL:
Asian Hardwood

FINISH:
Effervescent

Queen Bed: C063-419-101
Dimensions In Inches: 89W x 68.5D x 72H in
Dimensions In Centimeters: 226.06W x 173.99D x 182.88H cm

King Bed: C063-419-121
Dimensions In Inches: 89W x 84.5D x 72H in
Dimensions In Centimeters: 226.06W x 214.63D x 182.88H cm

California King Bed: C063-419-141
Dimensions In Inches: 93W x 84.5D x 72H in
Dimensions In Centimeters: 236.22W x 214.63D x 182.88H cm

FEATURES:
Upholstered headboard, footboard and siderails. Tufted headpanel features opalescent nail heads. Carvings and legs finished Effervescent metallic paint. Adjustable height bedding system.","C063-419-101-1, C063-419-101-2, C063-419-101-3
",89,68.5,72
"CLA-418-101
",Caracole Keep Under Wraps Bed,Caracole,Furniture > Bedroom > Beds,4500,2970,"COLLECTION: CARACOLE CLASSIC
Available in Queen, King & California King

MATERIAL:
Birch, Bleached Block Mottled Anegre

FINISH:
Platinum Blonde, Golden Shimmer

Queen Bed: CLA-418-101
Dimensions In Inches: 65W x 93D x 60H in
Dimensions In Centimeters: 165.1W x 236.22D x 152.4H cm

King Bed: CLA-418-121
Dimensions In Inches: 81W x 93D x 60H in
Dimensions In Centimeters: 205.74W x 236.22D x 152.4H cm

California King Bed: CLA-418-141
Dimensions In Inches: 81W x 97D x 60H in
Dimensions In Centimeters: 205.74W x 246.38D x 152.4H cm

PRODUCT OVERVIEW:
Svelte and sophisticated, this dreamy bed has style under wraps. Its shapely silhouette captures the glamour of old Hollywood while ensconcing you in style. Crafted of exotic mottled Anegre veneers, it wears an elegant Platinum Blonde finish trimmed in Golden Shimmer Paint. The subtle modern shaping of the headboard is stylish and supportive while the wraparound footboard takes elegance to new heights. Together, its clean lines and fashionable finishes combine to brilliant effect.
FEATURES:
Headboard, footboard and siderails finished in Platinum Blonde and trimmed in Golden Shimmer. Adjustable height bedding support system.","CLA-418-101-1, CLA-418-101-2, CLA-418-101-3, CLA-418-101-4",65,93,60
CLA-419-108,Caracole Mrs. Sandman Bed,Caracole,Furniture > Bedroom > Beds,5415,3573.9,"COLLECTION: CARACOLE CLASSIC
Available in Queen, King & California King

MATERIAL:
Birch

FINISH:
Golden Shimmer

Queen Bed: CLA-419-108
Dimensions In Inches: 71W x 82.5D x 56H in
Dimensions In Centimeters: 180.34W x 209.55D x 142.24H cm

King Bed: CLA-419-128
Dimensions In Inches: 87W x 87.5D x 56H in
Dimensions In Centimeters: 220.98W x 222.25D x 142.24H cm

California King Bed: CLA-419-148
Dimensions In Inches: 87W x 91.5D x 56H in
Dimensions In Centimeters: 220.98W x 232.41D x 142.24H cm


PRODUCT OVERVIEW:
If you ask the Sandman to bring you a dream, this remarkable bed is sure to appear. Boasting an updated classic design, it features wings that wrap around like an armchair. Completely upholstered in sumptuously soft cream velvet, its richly tufted diamond-pattern headboard is inspired by the timeless design of a tufted English arm sofa. At the headboard, wooden legs finished in Golden Shimmer add a touch of sparkle while clear acrylic legs capped with metal ferrules highlight the footboard. Exquisite from every angle, this brilliant bed is tailored to perfection.
FEATURES:
Upholstered headboard, footboard and siderails. Diamond tufted headboard with wings in a chair arm design. Wooden headboard legs in Golden Shimmer. Acrylic footboard legs. Metal leg ferrules. Adjustable height bedding system.","CLA-419-108-1, CLA-419-108-2, CLA-419-108-3, CLA-419-108-4
",71,82.5,56
CLA-417-105,Caracole Rise To The Occasion Bed,Caracole,Furniture > Bedroom > Beds,4620,3049.2,"COLLECTION: CARACOLE CLASSIC
Available in Queen, King & California King

MATERIAL:
Birch, Silver Curly Maple

FINISH:
Soft Silver Leaf, Moonlit Sand, Lightly Brushed Chrome

Queen Bed: CLA-417-105
Dimensions In Inches: 69.25W x 81D x 65.25H in
Dimensions In Centimeters: 175.9W x 205.74D x 165.74H cm

King Bed: CLA-417-125
Dimensions In Inches: 85.25W x 81D x 65.25H in
Dimensions In Centimeters: 216.54W x 205.74D x 165.74H cm

California King Bed: CLA-417-145
Dimensions In Inches: 85.25W x 90.5D x 65.25H in
Dimensions In Centimeters: 216.54W x 229.87D x 165.74H cm

PRODUCT OVERVIEW:
This regal bed is a dramatic showpiece with gleaming charm. Its distinctively shaped headboard features the slightest of curves and is outlined with a metal inlay around its panel. Silver Curly Maple veneers add luxurious elegance and are enhanced with a palette of finishes in Soft Silver Leaf and Moonlit Sand. Upholstered footboard and rails add a touch of softness and Lightly Brushed Chrome metal ferrules cap the legs for a crisp finishing touch.
FEATURES:
Headboard in Soft Silver Leaf with metal inlay. Headboard framing and legs in Moonlit Sand. Upholstered footboard and rail. Metal ferrules.
","CLA-417-105-1, CLA-417-105-2, CLA-417-105-3, CLA-417-105-4",69.25,81,65.25
CON-QUEBED-013,Caracole Sleeping Beauty Bed,Caracole,Furniture > Bedroom > Beds,4095,2702.7,"COLLECTION: CARACOLE CLASSIC
Available in Queen, King & California King

MATERIAL:
Pine Solids and New Zealand Pine Veneers

FINISH:
Taupe Paint

Queen Bed: CON-QUEBED-013
Dimensions In Inches: 65W x 85.5D x 70H in
Dimensions In Centimeters: 165.1W x 217.17D x 177.8H cm

King Bed: CON-KINBED-013
Dimensions In Inches: 81.5W x 85.5D x 70H in
Dimensions In Centimeters: 207.01W x 217.17D x 177.8H cm

California King Bed: CON-CALBED-013
Dimensions In Inches: 81.5W x 89.5D x 70H in
Dimensions In Centimeters: 207.01W x 227.33D x 177.8H cm

PRODUCT OVERVIEW:
Drop dead gorgeous and a favorite with our entire design team. There's a hint of iridescence in this fabric upholstered headboard design – the mere finishing touch for a dramatic bed that will rise and shine in any bedroom. The fashion-forward frame's unique, contemporized trellis pattern is over-scaled and set off by a rich Taupe Paint finish. This standout combination of white and taupe will look beautiful paired with a variety of wood finishes or metallic elements on other furnishings, for creating the fairest room of all.
","CON-QUEBED-013-1, CON-QUEBED-013-2, CON-QUEBED-013-3, CON-QUEBED-013-4",65,85.5,70
SIG-419-122,Caracole The Couturier Canopy Bed - King,Caracole,Furniture > Bedroom > Beds,23615,15585.9,"PORTFOLIO:
Caracole Signature

MATERIAL:
Hardwood Solids, Brass

FINISH:
Urban Black, Signature Brass

DIMENSIONS (IN):
82W x 87.5D x 89H in

DIMENSIONS (CM):
208.28W x 222.25D x 226.06H cm

CONFIGURE TYPE:
NORMAL

PRODUCT OVERVIEW:
Evoking the regal epoch of France, the Couturier Canopy bed artfully captures the haute couture spirit of Paris. Authentic dressmaker details give this bed its provenance such as the trifold detail on either end of the custom colored creme leather upholstered headboard. The bed's black lacquer canopy and posts have been carved to give the creme leather that gracefully wraps its frame an embossed effect. The footboard is finished in black lacquer with gold and silver leaf accents. Gold knuckles accent the bed's canopy and the bed rests atop gold metal legs. Rendered in a chic black and white palette, this awe-inspiring bed epitomizes the French avant-garde designs envied by the world over.","SIG-419-122-1, SIG-419-122-2, SIG-419-122-3, SIG-419-122-4",82,87.5,89
CLA-417-121,Caracole The Post Is Clear Bed,Caracole,Furniture > Bedroom > Beds,11190,7385.4,"COLLECTION: CARACOLE CLASSIC
Available in King & California King

MATERIAL:
Upholstered headboard, footboard and rails. Metal frame. Acrylic bed posts.

FINISH:
Lightly Brushed Chrome

DIMENSIONS (IN):
81.5W x 89D x 87.5H

King Bed: CLA-417-121
Dimensions In Inches: 81.5W x 89D x 87.5H in
Dimensions In Centimeters: 207.01W x 226.06D x 222.25H cm

California King Bed: CLA-417-141
Dimensions In Inches: 77.5W x 93D x 87.5H in
Dimensions In Centimeters: 196.85W x 236.22D x 222.25H cm

PRODUCT OVERVIEW:
Statement-making by design, this fashion-forward bed juxtaposes modern, clear acrylic bed posts with the rich elegance of an exquisitely upholstered headboard, footboard and rails. The perfect mix of masculine and feminine, its broad appeal will satisfy all purveyors of design. Metal ferrules and a Lightly Brushed Chrome finish add a finishing touch.
FEATURES:
Upholstered headboard, footboard and rails. Metal frame. Acrylic bed posts.","CLA-417-121-1, CLA-417-121-2, CLA-417-121-3",81.5,89,87.5
CLA-419-211,Caracole A New Day Sideboard,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",7800,5148,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Maple

DIMENSIONS (IN):
75W x 20D x 39.5H in

DIMENSIONS (CM):
190.5W x 50.8D x 100.33H cm

CARTON DIMENSIONS:
79.400W x 24.500D x 47.800H in

WEIGHT:
321.2 pounds

PRODUCT OVERVIEW:
Give your room endless character by incorporating this shapely, shimmering cabinet in your design plan. Serpentine in shape, it boasts an intriguing mix of materials and features extraordinary curved glass doors crafted with a textured pattern on the inside. Metal posts and hardware finished in plated Deep Bronze add contrast to its Taupe Paint and Soft Silver Paint exterior. Ideal in the dining room or living room, this stunning design casts a warm metallic glow when bathed in light.
FEATURES:
Case finished in Taupe Paint. Textured pattern on back of the curved door glass. Four curved glass doors with touch latch. Metal posts and hardware finished in plated Deep Bronze. One drawer behind center doors and adjustable glass shelves behind outside doors. Interior drawer features felt covered silver tray. Interior in Taupe Paint.","
CLA-419-211-1, CLA-419-211-2, CLA-419-211-3, CLA-419-211-4, CLA-419-211-5",75,20,39.5
CLA-417-682,Caracole A-Door It Sideboard,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",6575,4339.5,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Fumed Figured Tiger Maple

DIMENSIONS (IN):
76W x 19D x 39H in

DIMENSIONS (CM):
193.04W x 48.26D x 99.06H cm

CARTON DIMENSIONS:
79.800W x 22.900D x 44.100H in

WEIGHT:
369.6 pounds

PRODUCT OVERVIEW:
A classic reinvented, this glamourous half-moon-shaped, four-door credenza makes organization effortless. Its classically updated aesthetic is achieved with Fumed Figured Tiger Maple finished in Smoke and accented with Taupe Silver Leaf. A cream stone inset top encourages buffet serving. Adjustable shelves can be found inside, as well as a drawer with silver tray and two additional drawers. Drawer bottoms silkscreened with a trellis pattern add to the elegant appeal of its stylish interior.
FEATURES:
Panels in Smoke with solids and frames in Taupe Silver Leaf. Top frame with inset cream stone top. Four doors. One adjustable shelf behind each door. Two felt lined drawers behind center door. Left drawer with silver tray. Metal ferrules on legs. Drawer interiors in Platinum.","CLA-417-682-1, CLA-417-682-2, CLA-417-682-3, CLA-417-682-4, CLA-417-682-5",76,19,39
C012-016-211,Caracole Adela Buffet,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",5230,3451.8,"PORTFOLIO:
COMPOSITIONS

MATERIAL:
Birch, Engineered Maple

DIMENSIONS (IN):
78W x 21.5D x 34H in

DIMENSIONS (CM):
198.12W x 54.61D x 86.36H cm

CARTON DIMENSIONS:
82.170W x 25.870D x 39.130H in

WEIGHT:
283.8 pounds

PRODUCT OVERVIEW:
Throughout The Adela collection, curvaceous lines surround each piece, even on the sides. The Adela Buffet displays few straight lines: The Washed Alabaster maple doors curve outward; the sides of the piece bend inward. Wrapped in a flowing, delicately-carved, glistening Blush Taupe ribbon motif, the buffet sits on delicate trapezoid feet. Beckoning you to open its doors are two inset handles that are carved in the collection's astroid design element, each beaded in metallic Blush Taupe to shimmer like two pieces of jewelry on an evening gown. Behind the four doors, you'll find two tray drawers that have been delicately stenciled. Each side of the cabinet also has one adjustable shelf. This is a dazzling centerpiece for elegant service.
FEATURES:
Four doors. Doors function with recessed finger pulls. Top with decorative silkscreen around perimeter in Blush Taupe. Two trays and two adjustable shelves in interior. Bottom of tray drawers have silkscreen pattern. Wooden legs and carved base moulding in Blush Taupe. Drawer interiors in White Paint. Left tray drawer has felt silver tray.","C012-016-211-1, C012-016-211-2, C012-016-211-3, C012-016-211-4, C012-016-211-5",78,21.5,34
C022-417-681,Caracole Avondale Credenza,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",4810,3174.6,"PORTFOLIO:
COMPOSITIONS

MATERIAL:
Quarter Ash, Quarter Ash, Maple

DIMENSIONS (IN):
75.5W x 19D x 37.75H in

DIMENSIONS (CM):
191.77W x 48.26D x 95.89H cm

CARTON DIMENSIONS:
78.200W x 23.500D x 42.700H in

WEIGHT:
284.68 pounds

PRODUCT OVERVIEW:
This handsome, softly bowed credenza shows off the beauty of Quartered Ash veneer. The face of each curved door has the ash inlaid in a starburst pattern. The center of each door features dramatic round custom metal hardware. Each door is trimmed with a bead of Soft Silver Paint. The interior cabinets are finished in Pearl and each has two adjustable shelves. The cabinet rests off the ground on delicate tapered legs that are finished in Soft Silver Paint.
FEATURES:
Elegant Linen case with Soft Silver Paint on front bead moulding. Four doors. Two adjustable shelves behind each door. Pearl interior.","C022-417-681-1, C022-417-681-2, C022-417-681-3, C022-417-681-4",75.5,19,37.75
CLA-419-683,Caracole By The Sea Sideboard,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",7320,4831.2,"PORTFOLIO:
CARACOLE

MATERIAL:
Stainless Steel

DIMENSIONS (IN):
76W x 17D x 34.5H in

DIMENSIONS (CM):
193.04W x 43.18D x 87.63H cm

CARTON DIMENSIONS:
79.100W x 20.100D x 38.600H in

WEIGHT:
319.67 pounds

PRODUCT OVERVIEW:
Bringing the soothing quality of a water view into your living space, this stunning case piece creates a beautiful moment wherever it sits. It boasts four touch-latch doors embellished with acrylic panels forming a remarkable water scene. A soft Brushed Whisper of Gold finish envelops its exterior while its interior offers thoughtful details such as adjustable shelves, a center storage drawer, a ventilated back panel, and wire management. Evocative in every way, this one-of-a-kind case piece captures the relaxing vibe found only at the coast.
FEATURES:
Case exterior and legs in Brushed Whisper of Gold. Four touch latch doors with European hinges and printed acrylic panels with water scene. One adjustable shelf behind each of the outside doors. One adjustable shelf and one drawer behind each of the center doors. Interior in Oyster. Ventilated back panel and wire management holes.","CLA-419-683-1, CLA-419-683-2, CLA-419-683-3, CLA-419-683-4, CLA-419-683-5, CLA-419-683-6",76,17,34.5
CLA-417-681,Caracole May I Serve You Sideboard,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",6830,4507.8,"PORTFOLIO:
CARACOLE

MATERIAL:
Pine, Birch, Silver Curly Maple, Maple

DIMENSIONS (IN):
68W x 20.25D x 40H in

DIMENSIONS (CM):
172.72W x 51.44D x 101.6H cm

CARTON DIMENSIONS:
72.200W x 24.200D x 45.100H in

WEIGHT:
154 pounds

PRODUCT OVERVIEW:
Handpicked for its timeless style, this credenza offers modern glamour. As functional as it is fashionable, it features an adjustable shelf and silver tray drawer behind its two middle drawers. Inside its two end doors are adjustable shelves and a painted interior in Silver Glaze. A unifying palette of Moonlit Sand, Soft Silver Leaf, Silver Glaze, and Lightly Brushed Chrome combine to add shimmering reflectivity and sophisticated appeal.
FEATURES:
Case in Moonlit Sand with front frame and legs in Soft Silver Leaf. Two middle doors with adjustable shelf and silver tray drawer. Two end doors with two adjustable shelves. Interior in Silver Glaze. Legs with metal ferrules in Lightly Brushed Chrome.","CLA-417-681-1, CLA-417-681-2, CLA-417-681-3, CLA-417-681-4",68,20.25,40
M022-417-214,Caracole Moderne Sideboard,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",3490,2303.4,"PORTFOLIO:
CARACOLE MODERN

MATERIAL:
Asian Hardwood, Fumed Quartered Figured Eucalyptus

DIMENSIONS (IN):
72W x 19D x 33H in

DIMENSIONS (CM):
182.88W x 48.26D x 83.82H cm

CARTON DIMENSIONS:
21.750W x 75.875D x 29.125H in

WEIGHT:
225.06 pounds

PRODUCT OVERVIEW:
The Curving forms and long horizontal lines of the Streamlined Moderne movement have been updated in this low sideboard that is the perfect height for dining room service. Its high-style appeal comes from the fumed figured eucalyptus wood that has been finished to a high sheen in sultry Aged Bourbon and swept into two dramatic convex curves on each end of the piece. Three concave center drawers complete the graceful flow of this sideboard. They are wrapped in dark leather, trimmed in Smoked Bronze, painted on the inside in Dark Chocolate, and finished with elongated custom metal hardware. Behind the curvaceous exterior doors, find two cabinets painted in Dark Chocolate, each with one adjustable shelf. The sideboard rests off the ground on slender tapered legs.
FEATURES:
Case, top, ends and legs in Aged Bourbon. Door and drawer fronts are wrapped in leather and trimmed in Smoked Bronze. Three center drawers with undermount soft-close guides. Two outside doors with one adjustable shelf behind each door. Drawer and case interiors in Dark Chocolate paint. Ships KD.
","M022-417-214-1, M022-417-214-2, M022-417-214-3, M022-417-214-4",72,19,33
"CLA-018-682
",Caracole Pattern Play Sideboard,Caracole,"Furniture > Dining > Credenzas, Sideboards, & Buffets",5880,3880.8,"PORTFOLIO:
CARACOLE

MATERIAL:
Birch, Bleached Quartered Figured Eucalyptus, Bleached Madorna Burl, Maple

DIMENSIONS (IN):
69.25W x 20.5D x 36H in

DIMENSIONS (CM):
175.9W x 52.07D x 91.44H cm

CARTON DIMENSIONS:
23.819W x 72.835D x 42.126H in

WEIGHT:
347.6 pounds

PRODUCT OVERVIEW:
Distinguished by its unique stylized geometric patterned-front, this cabinet boasts irresistible character. Its two doors feature an Art Deco-inspired motif brought to life in a Madrona burl finished in Dappled Mink and highlighted by decorative nail accents in Champagne Gold. A Moonlight Marble top adds an additional designer touch and functionality. Inside, you'll find an elegant finish of Warm Reflections and a drawer and an adjustable shelf for storage. Metal plated ferrules in Champagne Gold add a chic touch to its splayed legs. With every detail thoughtfully imagined, its handsome appearance creates instant style.
FEATURES:
Case is Bleached Eucalyptus and Madrona Burl veneers in Dappled Mink. Legs and moulding finished in Warm Eucalyptus. Moonlight marble top. Two doors with decorative nail accents in Champagne Gold. One drawer and one adjustable shelf behind each door. Interior finished in Warm Reflections. Metal plated ferrules in Champagne Gold. Hardware features Mother of Pearl inlay.","CLA-018-682-1, CLA-018-682-2, CLA-018-682-3, CLA-018-682-4",69.25,20.5,36
