sku,Name,Brand,Categories,Wholesale,Price,Description,Images
374-10-459,"Hooker Furniture Home Office European Renaissance II 66"" Wirting Desk",Hooker Furniture,Desks,1235,2717,"A stunning and stylish work-from-home solution, the European Renaissance 66” Writing Desk combines timeless design details like decorative Cherry and Myrtle Burl Veneers, a dark rich finish and shaped, carved and fluted legs for an Old World elegance. Functional features include three drawers on metal ball bearing slides including two utility drawers with a pencil tray and one center drawer with drop-front for use with keyboards. Levelers included. Cherry and myrtle burl veneers with hardwood solids are an exquisite combination in the European Renaissance II collection.

Width: 66"" (167.6 cm) 
Depth: 37"" (94 cm) 
Height: 30 1/2"" (77.5 cm) 
Weight: 103.4 lb (46.5 kg)","374-10-459-1,
374-10-459-2,
374-10-459-3"
374-10-562,"Hooker Furniture Home Office European Renaissance II 73"" Executive Desk",Hooker Furniture,Desks,2453,5396.6,"With an exquisite combination of Cherry and Myrtle Burl Veneers, a dark rich finish and Greek column motifs on the front and corners, the European Renaissance Executive Desk has an Old World elegance that will inspire your best work. Functional features include 7 drawers on metal ball bearing slides, two file drawers with Pendaflex letter/legal filing systems and one center drawer with drop-front for use with a keyboard. Two pullout writing slides, two pencil trays and dividers in the middle drawer. Left and right pedestal lock. Cherry and myrtle burl veneers with hardwood solids are an exquisite combination in the European Renaissance II collection.

Width: 73"" (185.4 cm) 
Depth: 37"" (94 cm) 
Height: 30 1/2"" (77.5 cm) 
Weight: 343.2 lb (154.4 kg)","374-10-562-1,
374-10-562-2,
374-10-562-3,
374-10-562-4"
5078-10458,"Hooker Furniture Home Office South Park 60"" Writing Desk",Hooker Furniture,Desks,707,1555.4,"With a rustic modern vibe, the South Park Writing Desk contrasts a dusky brownish-gray case with a natural maple desktop and satin nickel hardware. Crafted of Birch and Maple Veneers, the writing desk has a center drawer with drop-front for keyboard use, two drawers with one removable writing insert and pencil tray that can be used in either drawer, and three slots with two removable dividers in each drawer. Designed to be both appealing and functional the South Park collection is crafted from hardwood solids and maple veneers.

Width: 60"" (152.4 cm) 
Depth: 30"" (76.2 cm) 
Height: 30 1/4"" (76.8 cm) 
Weight: 107.8 lb (48.5 kg)","5078-10458-1,
5078-10458-2,
5078-10458-3,
5078-10458-4"
5183-10458,Hooker Furniture Home Office Palisade Writing Desk,Hooker Furniture,Desks,972,2138.4,"Svelte, swanky and stylish, the Palisade Writing Desk combines the warm character of decorative Walnut Veneers with a sleek metal base featuring two sweeping X-bases. The center drawer has a drop-front for keyboard use, and the two utility drawers include a removable writing insert and pencil tray for use in either drawer and removable dividers in each drawer. If you embrace modern style but still revere traditional design, and if you seek a contemporary flair but appreciate classic beauty, then the Palisade collection offers you the best of both worlds.

Width: 60"" (152.4 cm) 
Depth: 30"" (76.2 cm) 
Height: 30"" (76.2 cm) 
Weight: 156 lb (70.2 kg)","5183-10458-1,
5183-10458-2,
5183-10458-3,
5183-10458-4,
5183-10458-5,
5183-10458-6"
5198-10458,Hooker Furniture Home Office 54 inch Writing Desk,Hooker Furniture,Desks,838,1843.6,"French style lovers can create a romantic work-from-home solution with this exquisite desk in a soft gray finish with gold accents, a shapely apron and cabriole legs and gold medallion hardware. In an efficient 54-inch width, the desk features a center drawer with drop-front for keyboard use, 2 utility drawers with one removable writing insert and pencil tray with felt bottom for use in either drawer and 2 removable dividers in each drawer. Crafted using hardwood solids this magnificent desk features a center drawer with drop-front for keyboard use and two utility drawers with one removable writing insert and pencil tray with felt bottom for use in either drawer, two removable dividers in each drawer.

Width: 54"" (137.2 cm) 
Depth: 28"" (71.1 cm) 
Height: 30"" (76.2 cm) 
Weight: 105.83 lb (47.6 kg)","5198-10458-1,
5198-10458-2,
5198-10458-3,
5198-10458-4"
5892-10460-85,Hooker Furniture Home Office House Blend 60in Writing Desk,Hooker Furniture,Desks,607,1335.4,"Add stylish work-from-home bandwidth to any space with the House Blend 60in Writing Desk with a sleek combination of the Dark Roast finish over Quartered Ash Veneers and silver metal trim. The bold silhouette is finished on all sides and features a FC705 three-plug electrical outlet in the top for seamless electronics hook ups. The Work Your Way program focuses on the new reality many consumers face as they continue to do much of their work from their homes. Available in five design styles, the program offers an assortment of key home office pieces for a variety of spaces Ð whether a dedicated executive home office or a more casual workstation. Ranging in scale and functionality, all of the groups within Work Your Way include an executive desk, a junior executive desk, a writing table, a lateral file, a credenza and hutch and a bookcase.

Width: 60"" (152.4 cm) 
Depth: 24"" (61 cm) 
Height: 30"" (76.2 cm) 
Weight: 110.4 lb (49.7 kg)","5892-10460-85-1,
5892-10460-85-2"
5892-10464-85,Hooker Furniture Home Office House Blend Computer Credenza,Hooker Furniture,Desks,1519,3341.8,"Add stylish work-from-home bandwidth to any space with the House Blend Computer Credenza with a sleek combination of the Dark Roast finish over Quartered Ash Veneers, silver metal trim and polished stainless bar pulls. Packed with storage and function, the desk has one door on the right, one adjustable shelf and one pullout adjustable shelf behind the door, along with a ventilated back panel. Five drawers include the top left and right drawers with full extension metal ball bearing slides, removable pencil tray, removable writing slide and removable partitions. The left middle drawer is on full extension metal ball bearing slides. The left bottom drawer is a locking file drawer on full extension metal ball bearing slides. There’s one drop-front drawer for keyboard use and a FC627 power bar with two electrical outlets and two USB ports on top. The desktop area above the center drawer pulls out for added work surface. The Work Your Way program focuses on the new reality many consumers face as they continue to do much of their work from their homes. Available in five design styles, the program offers an assortment of key home office pieces for a variety of spaces Ð whether a dedicated executive home office or a more casual workstation. Ranging in scale and functionality, all of the groups within Work Your Way include an executive desk, a junior executive desk, a writing table, a lateral file, a credenza and hutch and a bookcase.

Width: 72"" (182.9 cm) 
Depth: 24"" (61 cm) 
Height: 30 1/4"" (76.8 cm) 
Weight: 261 lb (117.4 kg)","5892-10464-85-1,
5892-10464-85-2,
5892-10464-85-3,
5892-10464-85-4,
5892-10464-85-5,
5892-10464-85-6,
5892-10464-85-7"
5892-10562-85,Hooker Furniture Home Office House Blend Executive Desk,Hooker Furniture,Desks,1519,3341.8,"Add stylish work-from-home bandwidth to any space with the House Blend Executive Desk with a sleek combination of the Dark Roast finish over Quartered Ash Veneers, silver metal trim and polished stainless bar pulls. The bold silhouette has 7 drawers, with the top left and right drawers on full extension metal ball-bearing slides with removable divider inserts, one removable writing slide and one removable pencil drop-in that can be used on either side. Bottom drawers are locking file drawers with Pendaflex filing system and full extension metal ball-bearing slides. The center drawer has a drop-front for keyboard use. Finished on all sides. The Work Your Way program focuses on the new reality many consumers face as they continue to do much of their work from their homes. Available in five design styles, the program offers an assortment of key home office pieces for a variety of spaces Ð whether a dedicated executive home office or a more casual workstation. Ranging in scale and functionality, all of the groups within Work Your Way include an executive desk, a junior executive desk, a writing table, a lateral file, a credenza and hutch and a bookcase.

Width: 72"" (182.9 cm) 
Depth: 36"" (91.4 cm) 
Height: 29 3/4"" (75.6 cm) 
Weight: 351 lb (158 kg)","5892-10562-85-1,
5892-10562-85-2,
5892-10562-85-3,
5892-10562-85-4,
5892-10562-85-5,
5892-10562-85-6"
5892-10660-85,Hooker Furniture Home Office House Blend Junior Executive Desk,Hooker Furniture,Desks,1368,3009.6,"In a Dark Roast finish over Quartered Ash Veneers with silver metal trim and polished stainless bar pulls, the sleek and stylish House Blend Desk will inspire your best work. Loaded with function, the desk has 7 drawers, with the top left and right drawers on full extension metal ball bearing slides with removable divider inserts. There’s one removable writing slide and one removable pencil drop-in that can be use on either side. The bottom drawers are locking file drawers with a pendaflex filing system. Finished on all sides so the desk can float in the room. The Work Your Way program focuses on the new reality many consumers face as they continue to do much of their work from their homes. Available in five design styles, the program offers an assortment of key home office pieces for a variety of spaces Ð whether a dedicated executive home office or a more casual workstation. Ranging in scale and functionality, all of the groups within Work Your Way include an executive desk, a junior executive desk, a writing table, a lateral file, a credenza and hutch and a bookcase.

Width: 64"" (162.6 cm) 
Depth: 28"" (71.1 cm) 
Height: 30"" (76.2 cm) 
Weight: 280 lb (126 kg)","5892-10660-85-1,
5892-10660-85-2,
5892-10660-85-3,
5892-10660-85-4"
5915-10458-85,Hooker Furniture Home Office Melange Ford Writing Desk,Hooker Furniture,Desks,1139,2505.8,"Exotic meets sleek in the Ford Writing Desk, combining a polished steel metal frame, base and knobs with black and brown Ebony Veneers. Finish on all sides, the highly-functional desk has 3 drawers. The left and right drawers have removable inserts, a removable pencil tray and a writing slide that can be used in either drawer. The center drawer has a drop-front for keyboard use. Come closer to Melange, and you will discover something unexpected. An eclectic blending of colors, textures, and materials in a vibrant collection of one-of-a-kind artistic pieces, Melange is meant to inspire you and fuel an experience of self discovery, inspiring a renaissance in your home. Each piece of Melange has its own story. The designs are versatile and timeless, easily transcending from one life stage to the next, from home to home and generation to generation.

Width: 68"" (172.7 cm) 
Depth: 30"" (76.2 cm) 
Height: 30"" (76.2 cm) 
Weight: 183.47 lb (82.6 kg)","5915-10458-85-1,
5915-10458-85-2,
5915-10458-85-3,
5915-10458-85-4,
5915-10458-85-5"
5845-52001-99,Hooker Furniture Living Room Sanctuary Belle Fleur Slipper Chair,Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Bold, romantic and fiercely feminine, the Belle Fleur Slipper chair lets you tell your story with enchantment. A versatile addition to the living room or bedroom, the Belle Fleur Slipper chair exudes posh personality with a dramatic raised flower design on the back of the chair in Noir, a dark, black painted finish with rich brown undertones and distressing. The seat, sides and front are upholstered in Sequins Pearl, a performance fabric in a soft creamy color with a hint of luster. One accent pillow. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Collette, a bold and dramatic look, is characterized by its dark black painted finish which serves as the perfect backdrop for intense pops of champagne, silver and gold, along with eglomise mirror details and dramatic floral carvings.

Width: 27"" (68.6 cm) 
Depth: 32 1/4"" (81.9 cm) 
Height: 41 3/4"" (106 cm) 
Weight: 48.4 lb (21.8 kg)","5845-52001-99-1,
5845-52001-99-2,
5845-52001-99-3,
5845-52001-99-4,
5845-52001-99-5,
5845-52001-99-6"
5845-52003-99,Hooker Furniture Living Room Sanctuary Belle Fleur Slipper Chair (Plush Tigre),Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Bold, romantic and fiercely feminine, the Belle Fleur Slipper chair awakens the fashionista in you. A striking addition to the living room or bedroom, the Belle Fleur Slipper chair exudes posh personality with a dramatic raised flower design on the back of the chair in Noir, a dark, black painted finish with rich brown undertones and distressing. The seat, sides and front are upholstered in the exotic Plush Tigre, a performance fabric in an alluring animal print motif. One accent pillow. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Collette, a bold and dramatic look, is characterized by its dark black painted finish which serves as the perfect backdrop for intense pops of champagne, silver and gold, along with eglomise mirror details and dramatic floral carvings.

Width: 27"" (68.6 cm) 
Depth: 32 1/4"" (81.9 cm) 
Height: 41 3/4"" (106 cm) 
Weight: 48.4 lb (21.8 kg)","5845-52003-99-1,
5845-52003-99-2,
5845-52003-99-3,
5845-52003-99-4"
5845-52004-99,Hooker Furniture Living Room Sanctuary Joli Lounge Chair,Hooker Furniture,Seating > Occasional Chairs,932,2050.4,"Sure to become a favorite place for refuge at the end of the day, the Joli Lounge Chair is a striking silhouette with a classic X motif over a shimmering, serene mirrored eglomise surface on the back and sides and a gold medallion inside the X design. The exposed wood frame and legs are finished in Noir, a dark black painted finish with rich brown undertones. With a loose pillow back, Joli is upholstered in Metal Icicle, a performance fabric to resist stains and spills. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Collette, a bold and dramatic look, is characterized by its dark black painted finish which serves as the perfect backdrop for intense pops of champagne, silver and gold, along with eglomise mirror details and dramatic floral carvings.

Width: 33 1/2"" (85.1 cm) 
Depth: 32"" (81.3 cm) 
Height: 29"" (73.7 cm) 
Weight: 105.6 lb (47.5 kg)","5845-52004-99-1,
5845-52004-99-2,
5845-52004-99-3,
5845-52004-99-4,
5845-52004-99-5,
5845-52004-99-6"
5865-52002-02,Hooker Furniture Living Room Sanctuary Mariette Lounge Chair,Hooker Furniture,Seating > Occasional Chairs,1090,2398,"Like resort wear, the Mariette Lounge Chair is casual and breezy yet elegant. The striking wood frame features repeated ovals around the sides and back, punctuated by center flower medallions. The dreamy Chalet finish is a two-tone color combining Latte, a light wood and Blanc, a creamy white accented with champagne and silver tipping. The Glitter Pearl performance fabric is shimmery and soft. Loose pillow back. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Anastasie offers a softer, romantic look with its creamy white finish that is accented with champagne and silver tipping. Several historical reproduction styled pieces in a two-tone finish are intermingled throughout, giving the group a bit of a traditional European cottage style. Additional design details include table tops with intricate quatrefoil veneer patterns crafted with oak and a mix of unique walnut inlay, carved chairs with acanthus leaf and scrollwork detailing and champagne tipped eglomise.

Width: 30 1/2"" (77.5 cm) 
Depth: 33 1/2"" (85.1 cm) 
Height: 28 3/4"" (73 cm) 
Weight: 81.4 lb (36.6 kg)","5865-52002-02-1,
5865-52002-02-2,
5865-52002-02-3,
5865-52002-02-4,
5865-52002-02-5"
5865-52003-95,Hooker Furniture Living Room Sanctuary Prim Lounge Chair,Hooker Furniture,Seating > Occasional Chairs,1090,2398,"Sure to become a favorite place for refuge at the end of the day, the Sanctuary Prim Lounge Chair is a striking silhouette with a classic X motif over fabric on the back and sides. The exposed wood frame and legs are finished in Quartz Grey, a light wood tone with areas of cool gray burnishing creating a subtle two-tone effect. With a loose pillow back, the Prim is upholstered in Encore Pearl, a performance fabric to resist stains and spills. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Anastasie offers a softer, romantic look with its creamy white finish that is accented with champagne and silver tipping. Several historical reproduction styled pieces in a two-tone finish are intermingled throughout, giving the group a bit of a traditional European cottage style. Additional design details include table tops with intricate quatrefoil veneer patterns crafted with oak and a mix of unique walnut inlay, carved chairs with acanthus leaf and scrollwork detailing and champagne tipped eglomise.

Width: 33 1/2"" (85.1 cm) 
Depth: 32"" (81.3 cm) 
Height: 29"" (73.7 cm) 
Weight: 79.2 lb (35.6 kg)","5865-52003-95-1,
5865-52003-95-2,
5865-52003-95-3"
5875-52005-95,Hooker Furniture Living Room Sanctuary Debutant Wing Chair,Hooker Furniture,Seating > Occasional Chairs,932,2050.4,"She's a modern gal: up to date and sumptuously scaled. The Sanctuary Debutant Wing Chair has a classic pedigree in historic traditional and has been streamlined and modernized. A true style statement, the Debutant shows off three different performance fabrics: The inside back and seat is in Celestial Ice, and the outside back is in Sequins Pearl, while the pillow is in a zebra print for extra fun. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Offering a more metropolitan style, Diamant has an eclectic attitude. Anchored by a silver finish with rich undertones of gold and champagne, the group is complemented by a bold, black accent finish, mirrored details, champagne metal finishes and a fresh white eglomise process, accented with silver tipping. Several pieces also include reverse hand painted glass that resemble the look of marble.

Width: 31 1/2"" (80 cm) 
Depth: 36"" (91.4 cm) 
Height: 43"" (109.2 cm) 
Weight: 66 lb (29.7 kg)","5875-52005-95-1,
5875-52005-95-2,
5875-52005-95-3,
5875-52005-95-4,
5875-52005-95-5,
5875-52005-95-6"
CC102-SW-089,Hooker Furniture Living Room Morrison Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,1244,2736.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 32"" (81.3 cm) 
Depth: 39"" (99.1 cm) 
Height: 34"" (86.4 cm) 
Weight: 89 lb (40 kg)","CC102-SW-089-1,
CC102-SW-089-2,
CC102-SW-089-3"
CC106-SW-086,Hooker Furniture Living Room Lennox Tufted Swivel Chair,Hooker Furniture,Seating > Occasional Chairs,1244,2736.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 33 1/2"" (85.1 cm) 
Depth: 30 1/2"" (77.5 cm) 
Height: 28 1/2"" (72.4 cm) 
Weight: 90 lb (40.5 kg)","CC106-SW-086-1,
CC106-SW-086-2,
CC106-SW-086-3"
CC202-SW-485,Hooker Furniture Living Room Calloway Peak Swivel Chair,Hooker Furniture,Seating > Occasional Chairs,659,1449.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 28"" (71.1 cm) 
Depth: 30"" (76.2 cm) 
Height: 31 1/4"" (79.4 cm) 
Weight: 101 lb (45.4 kg)","CC202-SW-485-1,
CC202-SW-485-2,CC202-SW-485-3,
CC202-SW-485-4"
CC291-499,Hooker Furniture Living Room Burke Accent Cair,Hooker Furniture,Seating > Occasional Chairs,659,1449.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 29 1/2"" (74.9 cm) 
Depth: 28 1/2"" (72.4 cm) 
Height: 27 1/2"" (69.8 cm) 
Weight: 67 lb (30.2 kg)","CC291-499-1,
CC291-499-2,
CC291-499-3,
CC291-499-4"
CC302-SW-080,Hooker Furniture Living Room Gideon Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,989,2175.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31"" (78.7 cm) 
Depth: 34"" (86.4 cm) 
Height: 34"" (86.4 cm) 
Weight: 39 lb (17.6 kg)","CC302-SW-080-1,
CC302-SW-080-2,
CC302-SW-080-3,
CC302-SW-080-4"
CC302-SW-092,Hooker Furniture Living Room Gideon Swivel Club Chair (Aqua),Hooker Furniture,Seating > Occasional Chairs,989,2175.8,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31"" (78.7 cm) 
Depth: 34"" (86.4 cm) 
Height: 34"" (86.4 cm) 
Weight: 39 lb (17.6 kg)","CC302-SW-092-1,
CC302-SW-092-2,
CC302-SW-092-3,
CC302-SW-092-4"
CC388-SW-083,Hooker Furniture Living Room Axton Swivel Leather Club Chair,Hooker Furniture,Seating > Occasional Chairs,856,1883.2,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 32"" (81.3 cm) 
Depth: 33 1/2"" (85.1 cm) 
Height: 32"" (81.3 cm) 
Weight: 66 lb (29.7 kg)","CC388-SW-083-1,
CC388-SW-083-2,
CC388-SW-083-3"
CC401-082,Hooker Furniture Living Room Carverdale Leather Club Chair w/Wood Frame,Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31"" (78.7 cm) 
Depth: 29"" (73.7 cm) 
Height: 31"" (78.7 cm) 
Weight: 41 lb (18.4 kg)","CC401-082-1,
CC401-082-2,
CC401-082-3,
CC401-082-4,
CC401-082-5,
CC401-082-6"
CC401-095,Hooker Furniture Living Room Carverdale Leather Club Chair w/Wood Frame,Hooker Furniture,Seating > Occasional Chairs,778,1711.6,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31"" (78.7 cm) 
Depth: 29"" (73.7 cm) 
Height: 31"" (78.7 cm) 
Weight: 41 lb (18.4 kg)","CC401-095-1,
CC401-095-2,
CC401-095-3,
CC401-095-4"
CC408-01-085,Hooker Furniture Living Room Blakeley Club Chair,Hooker Furniture,Seating > Occasional Chairs,1026,2257.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 36"" (91.4 cm) 
Height: 40 1/2"" (102.9 cm) 
Weight: 86 lb (38.7 kg)",CC408-01-085-1
CC408-069,Hooker Furniture Living Room Blakeley Club Chair (Red),Hooker Furniture,Seating > Occasional Chairs,944,2076.8,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 36"" (91.4 cm) 
Height: 40"" (101.6 cm) 
Weight: 92 lb (41.4 kg)","CC408-069-1,
CC408-069-2,
CC408-069-3,
CC408-069-4"
CC415-089,Hooker Furniture Living Room Lily Club Chair with Dark Brindle HOH,Hooker Furniture,Seating > Occasional Chairs,1187,2611.4,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 30 1/2"" (77.5 cm) 
Depth: 39"" (99.1 cm) 
Height: 43"" (109.2 cm) 
Weight: 74.95 lb (33.7 kg)","CC415-089-1,
CC415-089-2,
CC415-089-3"
CC415-099,Hooker Furniture Living Room Lily Club Chair,Hooker Furniture,Seating > Occasional Chairs,1356,2983.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 30"" (76.2 cm) 
Depth: 38"" (96.5 cm) 
Height: 44"" (111.8 cm) 
Weight: 92 lb (41.4 kg)",CC415-099-1
CC418-SW-086,Hooker Furniture Living Room Wellington Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,1536,3379.2,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31 1/2"" (80 cm) 
Depth: 39 1/2"" (100.3 cm) 
Height: 40 1/2"" (102.9 cm) 
Weight: 95 lb (42.8 kg)","CC418-SW-086-1,
CC418-SW-086-2"
CC419-085,Hooker Furniture Living Room Jilian Club Chair,Hooker Furniture,Seating > Occasional Chairs,860,1892,"Developed by one of America's premier manufacturers to offer quality furniture at affordable prices. Each piece is meticulously hand-crafted using the most exquisite leathers in the world.

Width: 31"" (78.7 cm) 
Depth: 34 1/2"" (87.6 cm) 
Height: 35"" (88.9 cm) 
Weight: 78 lb (35.1 kg)","CC419-085-1,
CC419-085-2,
CC419-085-3,
CC419-085-4"
CC419-087,Hooker Furniture Living Room Jilian Club Chair,Hooker Furniture,Seating > Occasional Chairs,820,1804,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31"" (78.7 cm)
Depth: 34 1/2"" (87.6 cm)
Height: 35"" (88.9 cm)
Weight: 78 lb (35.1 kg)

","CC419-087-1,
CC419-087-2,
CC419-087-3"
CC419-SW-085,Hooker Furniture Living Room Jillian Swivel Club Chair,Hooker Furniture,Seating > Occasional Chairs,888,1953.6,"Hooker Furniture Upholstery is a designer-inspired collection of upscale leather seating that includes versatile reclining chairs, modern-day reclining sofas, eclectic club and artisan accent chairs, as well as a selection of executive desk chairs for the home. Designed and curated to appeal to a variety of style tastes, each piece from Hooker Furniture Upholstery is meticulously crafted in a unique selection of textures and hues.

Width: 31 1/2"" (80 cm) 
Depth: 34 1/2"" (87.6 cm) 
Height: 35"" (88.9 cm) 
Weight: 57 lb (25.6 kg)","CC419-SW-085-1,
CC419-SW-085-2,
CC419-SW-085-3"
