sku,Name,Brand,Categories,Wholesale,Price,Description,Images
1687-80110-00,Hooker Furniture Living Room Evermore Rectagle Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,816,1795.2,"With delightful design details, the Evermore Cocktail Table has a light-and-airy geometric metal base in a soft gold finish, complemented by a Kalala Marble top. Sure to be a conversation piece in any living space. The Evermore group, characterized by its geometric-shaped metal bases and marble tops with gold metal accents, offer an easy way to change the look of your room. It's the little details that make all the difference.

Width: 52"" (132.1 cm) 
Depth: 30"" (76.2 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 162.8 lb (73.3 kg)","1687-80110-00-1,
1687-80110-00-2,
1687-80110-00-3"
5065-80111,Hooker Furniture Living Room Lorimer Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,832,1830.4,"Blending contemporary clean design with a warm casual finish, the Lorimer Round Cocktail Table is a vibrant addition to any living space. The beautiful waxed Hickory Veneer adds character and a quality appearance to the piece, and the metal base gives a layered geometric feel. Vibrant elements of style come together in Lorimer, a collection that blends contemporary and clean design with a warm, casual finish accentuated by soft, breakfront shaped silhouettes and metal on selected pieces. The result is a collection offering great versatility and function for a variety of tastes and lifestyles and for rooms throughout the home including the living room, bedroom, dining room, and home office. The beautiful waxed Hickory veneer finish adds character and a quality appearance to the group while design details like X motifs, breakfront shaping and molding trim give visual delight.

Width: 42"" (106.7 cm) 
Depth: 42"" (106.7 cm) 
Height: 19"" (48.3 cm) 
Weight: 105.6 lb (47.5 kg)","5065-80111-1,
5065-80111-2,
5065-80111-3,
5065-80111-4,
5065-80111-5"
5072-80112,Hooker Furniture Living Room Rhapsody Square Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1631,3588.2,"Rhapsody's over-the-top (and fabulous) cocktail table is punctuated by generously scaled scroll legs and a beautifully carved apron. And it is grand Ð at nearly 40 inches square - it will draw your eye to the seating area and be a dramatic surface for accessories and storage. The walnut-colored reclaimed rustic finish projects laid-back luxury. The groundbreaking Rhapsody Collection brings together classic design elements, grand scale, and a relaxed rustic finish to create an impassioned marriage of casual opulence. Exuberant scale and serpentine shapes infuse the pieces with emotion, while timeless motifs like scrolls, rope twist molding, the acanthus leaf and fleur de lis anchor Rhapsody in old world charm. Building on the grand scale and classic European design is the defining element of the collection: a walnut-colored finish inspired by the natural yet rustic nature of reclaimed woods in beautiful patinas.

Width: 49 1/4"" (125.1 cm) 
Depth: 49 1/4"" (125.1 cm) 
Height: 22 1/2"" (57.2 cm) 
Weight: 179.68 lb (80.9 kg)","5072-80112-1,
5072-80112-2,
5072-80112-3"
5107-80110,Hooker Furniture Living Room Sorella Rectangle Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1113,2448.6,"Create a natural, reclaimed wood look with the Sorella Cocktail Table, presented in a serene taupe-colored antique finish with a light washed white undertone. Turned legs, dentil molding detail and bun feet give a chic twist to this classic silhouette. Crafted of Hickory Veneers, the cocktail table has a bottom shelf and 2 drawers. There are many comfortable ways to spend quality time with family and friends. We invite you to make our Sorella collection part of your home. When you add their ingredients of style, grace and comfort you are in for a true experience.

Width: 47 1/4"" (120 cm) 
Depth: 46"" (116.8 cm) 
Height: 20 1/4"" (51.4 cm) 
Weight: 180.78 lb (81.4 kg)","5107-80110-1,
5107-80110-2,
5107-80110-3"
5283-80111,Hooker Furniture Living Room Mill Valley Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,778,1711.6,"The Mill Valley collection is crafted from travertine marble and metal.

Width: 44"" (111.8 cm) 
Depth: 44"" (111.8 cm) 
Height: 19"" (48.3 cm) 
Weight: 116.84 lb (52.6 kg)","5283-80111-1,
5283-80111-2,
5283-80111-3"
5300-80110,Hooker Furniture Living Room Chatelet Rectangle Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1438,3163.6,"The scalloped apron, burnished bronze hardware and chic curved feet of the Chatelet Cocktail Table create a vision of livable luxury to make your family room inviting. Crafted of Poplar and Hardwood Solids and Pecan Veneers, the table is finished in a soft amber accented by an aged white paint to highlight distinctive grains and moldings. One drawer with wallpaper-lined bottom. Come home to your little castle. Relax in a livable luxury with Chatelet, a whole home collection inspired by timeless farm style antiques found in ''little castles'' of Old World Europe.

Width: 54"" (137.2 cm) 
Depth: 32"" (81.3 cm) 
Height: 21 1/2"" (54.6 cm) 
Weight: 149.6 lb (67.3 kg)","5300-80110-1,
5300-80110-2,
5300-80110-3"
5323-80111,Hooker Furniture Living Room Tynecastle Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,707,1555.4,"With a rustic equestrian flavor, The Tynecastle Round Cocktail table has a criss-crossed beam-like base reminiscent of rafters in a barn, elevated by chunky feet. As practical as it is stylish, the cocktail table has an expansive top surface, a comfortable spot for everything from a meal in your easy chair to catching up on work from the office. Crafted of Poplar Solids and Figured Alder Veneers, the Tynecastle has a warm chestnut-colored finish to create a canvas of comfort and classic appeal. Named for the Tynecastle area of Northern England, the 50-piece Tynecastle collection is inspired by the manor homes and equestrian life of the English countryside. Tynecastle combines classic Georgian architechural details with more rustic timber-frame elements and leather accents, creating a ''manor home to tack room'' Hunt Country flavor.

Width: 44"" (111.8 cm) 
Depth: 44"" (111.8 cm) 
Height: 20"" (50.8 cm) 
Weight: 110 lb (49.5 kg)","5323-80111-1,
5323-80111-2,
5323-80111-3"
5447-80111,Hooker Furniture Living Room Archivist Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,525,1155,"Distinguished by shaped, French Provincial-inspired legs above a base elevated by chic bun feet, the Archivist Round Cocktail Table has a world-traveled pedigree. The two-tone finish treatment makes the Archivist Cocktail Table even more striking, contrasting the soft casual medium brown finish over rustic Pecky Pecan veneers on the base with the lighter Toffee finish on the top. The base forms a roomy shelf. A design archive that captures epic European and American style elements spanning continents and centuries, Archivist exudes a larger-than-life ambience. With a world-traveled pedigree, Archivist embraces both grand opulence and beloved, comfortable and simple forms.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 19 1/4"" (48.9 cm) 
Weight: 44 lb (19.8 kg)","5447-80111-1,
5447-80111-2,
5447-80111-3,
5447-80111-4"
5447-80111-89,Hooker Furniture Living Room Archivist Round Cocktail Table (Dark),Hooker Furniture,Tables > Cocktail Tables,455,1001,"A design archive that captures epic European and American style elements spanning continents and centuries, Archivist exudes a larger-than-life ambience. With a world-traveled pedigree, Archivist embraces both grand opulence and beloved, comfortable and simple forms.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 19 1/4"" (48.9 cm) 
Weight: 44 lb (19.8 kg)","5447-80111-89-1,
5447-80111-89-2,
5447-80111-89-3"
5533-80112-LTBR,Hooker Furniture Living Room Square Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,634,1394.8,"With modern styling and natural stone tops, these living room tables add sophistication to any room.

Width: 42"" (106.7 cm) 
Depth: 42"" (106.7 cm) 
Height: 20"" (50.8 cm) 
Weight: 121 lb (54.4 kg)","5533-80112-LTBR-1,
5533-80112-LTBR-2,
5533-80112-LTBR-3"
5601-80109-BLK,Hooker Furniture Living Room St. Armand Rectangular Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,417,917.4,"Light and airy and modern and minimalistic, the St. Armand Rectangular Cocktail Table features a top crafted of Acacia Solid Wood in a distressed black finish with a lightly-scaled metal base and legs in a brushed pewter finish. Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 54"" (137.2 cm) 
Depth: 36"" (91.4 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 43 lb (19.4 kg)","5601-80109-BLK-1,
5601-80109-BLK-2,
5601-80109-BLK-3"
5601-80109-LTWD,Hooker Furniture Living Room St. Armand Rectangular Cocktail Table (Dark),Hooker Furniture,Tables > Cocktail Tables,417,917.4,"Light and airy and modern and minimalistic, the St. Armand Rectangular Cocktail Table features a top crafted of Acacia Solid Wood in a light natural finish with a lightly-scaled metal base and legs in an antique bronze finish. Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 54"" (137.2 cm)
Depth: 36"" (91.4 cm)
Height: 18 1/4"" (46.4 cm)
Weight: 43 lb (19.4 kg)","5601-80109-LTWD-1,
5601-80109-LTWD-2,
5601-80109-LTWD-3"
5601-80110-BLK,Hooker Furniture Living Room St. Armand Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,327,719.4,"Minimalist and modern, the St. Armand round cocktail table is filled with character. Crafted of Acacia Solid Wood in a black rustic finish, it features a lightly-scaled metal base with spherical stretchers at the top and bottom in brushed pewter metal. From outside leg to outside leg, the table measures 37 inches wide. Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 18 1/2"" (47 cm) 
Weight: 37.4 lb (16.8 kg)","5601-80110-BLK-1,
5601-80110-BLK-2,
5601-80110-BLK-3"
5601-80110-LTWD,Hooker Furniture Living Room St. Armand Round Cocktail Table (Dark),Hooker Furniture,Tables > Cocktail Tables,327,719.4,"Minimalist and modern, the St. Armand round cocktail table is filled with character. Crafted of Acacia Solid Wood in a light rustic finish, it features a lightly-scaled metal base with spherical stretchers at the top and bottom. From outside leg to outside leg, the table measures 37 inches wide. Endlessly functional tables offer an easy way to change the look of your room. It's the little details that make all the difference.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 39.6 lb (17.8 kg)","5601-80110-LTWD-1,
5601-80110-LTWD-2,
5601-80110-LTWD-3,
5601-80110-LTWD-4"
5601-80112-BLK,Hooker Furniture Living Room St. Armand Square Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,334,734.8,"Rustic meets sleek with the St. Armand Square Cocktail Table, featuring a top crafted of Acacia Solid Wood in a casual black finish and a metal base in a brushed pewter finish. Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 30"" (76.2 cm) 
Depth: 30"" (76.2 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 33 lb (14.8 kg)","5601-80112-BLK-1,
5601-80112-BLK-2,
5601-80112-BLK-3"
5601-80112-LTWD,Hooker Furniture Living Room St. Armand Square Cocktail Table (Dark),Hooker Furniture,Tables > Cocktail Tables,334,734.8,"Rustic meets sleek with the St. Armand Square Cocktail Table, featuring a top crafted of Acacia Solid Wood in a light natural finish and a metal base in an antique bronze finish. Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 30"" (76.2 cm) 
Depth: 30"" (76.2 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 33 lb (14.8 kg)","5601-80112-LTWD-1,
5601-80112-LTWD-2,
5601-80112-LTWD-3"
5805-80110-80,Hooker Furniture Living Room Ciao Bella Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,684,1504.8,"Elegant vintage turned spindle legs in black contrast with a Flaky White-finished top for a look that is farmhouse fresh and inviting. The practical rectangle shape makes this table livable and functional. Crafted of Poplar and Hardwood Solids with Maple Veneers. Inspired by the small farmhouses that dot the French and Italian countryside and have been in the hands of the same family for generations, Hooker Furniture introduces the rustic Ciao Bella Collection. The whole home collection is an eclectic mix of European farmhouse pieces that have the appearance of furniture that has been refinished multiple times as it has passed through the generations. Ciao Bella includes bedroom, dining room, occasional, home office and accent furniture, and features a finish called Timeworn Gray that accentuates the historical nature of European farmhouses – many of which include a variety of furniture styles that have been added by each generation of owners.

Width: 54"" (137.2 cm) 
Depth: 32"" (81.3 cm) 
Height: 19 1/2"" (49.5 cm) 
Weight: 50.6 lb (22.8 kg)","5805-80110-80-1,
5805-80110-80-2,
5805-80110-80-3,
5805-80110-80-4,
5805-80110-80-5"
5845-80110-647,Hooker Furniture Living Room Sanctuary Lisette Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1053,2316.6,"Bold and dramatic yet light and airy, the Sanctuary Lisette Cocktail Table is a couture combination of Oak Veneers and glass, blending the silver Jewel finish with rich undertones of gold and champagne with Metal Noir, a dark antiqued metal, accented with a glimmering eglomise. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Collette, a bold and dramatic look, is characterized by its dark black painted finish which serves as the perfect backdrop for intense pops of champagne, silver and gold, along with eglomise mirror details and dramatic floral carvings.

Width: 48"" (121.9 cm)
Depth: 30"" (76.2 cm)
Height: 20"" (50.8 cm)
Weight: 79.2 lb (35.6 kg)","5845-80110-647-1,
5845-80110-647-2,
5845-80110-647-3,
5845-80110-647-4,
5845-80110-647-5"
5846-80110-15,Hooker Furniture Living Room Laureng Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,702,1544.4,"Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 52"" (132.1 cm) 
Depth: 32"" (81.3 cm) 
Height: 19"" (48.3 cm) 
Weight: 177 lb (79.6 kg)","5846-80110-15-1,
5846-80110-15-2,
5846-80110-15-3"
5875-80210-95,Hooker Furniture Living Room Sanctuary C Est La Vie Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1143,2514.6,"Like a Hollywood starlet, this exquisite flower-shaped cocktail table shimmering in a silver finish with undertones of gold and champagne will add beauty and drama to your room. The lovely top is finished in Meringue, a reverse painted glass in a creamy white finish. On casters for easy moving. Channeling jet setting socialites from the golden age of Hollywood as its muse, Hooker Furniture is set to launches a major expansion to its popular Sanctuary collection. The bedroom, dining room, occasional and home office pieces are grouped into three unique new personas, each of which embody the influences of the iconic starlets whom left impressions of glamour, charm and class on American pop culture. From bold and dramatic to soft and romantic to a statement-making eclectic lifestyle, the three personas – Collette, Anastasie and Diamant – effortlessly bring to life a well-traveled socialite who has curated a collection of home furnishings in her metropolitan home that tell the story of her travels across the globe. Offering a more metropolitan style, Diamant has an eclectic attitude. Anchored by a silver finish with rich undertones of gold and champagne, the group is complemented by a bold, black accent finish, mirrored details, champagne metal finishes and a fresh white eglomise process, accented with silver tipping. Several pieces also include reverse hand painted glass that resemble the look of marble.

Width: 44"" (111.8 cm) 
Depth: 44"" (111.8 cm) 
Height: 19"" (48.3 cm) 
Weight: 83.6 lb (37.6 kg)","5875-80210-95-1,
5875-80210-95-2,
5875-80210-95-3,
5875-80210-95-4,
5875-80210-95-5"
5878-80112-80,Hooker Furniture Living Room Castella Square Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1552,3414.4,"Castella’s over-the-top (and fabulous) cocktail table is punctuated by generously scaled scroll legs and a beautifully carved apron. And it has a grand presence at nearly 40 inches square - it will draw your eye to the seating area and be a dramatic surface for accessories and storage. The refined rustic Antique Slate finish projects laid-back luxury. Commanding attention in any space, the impressive scaling of the Castella Collection combines with classic design elements including scrolls, serpentine shapes, rope twist molding, acanthus leaf details and fleur-de-lis accents to create old world charm. Infused with emotion, the collection's exuberant scale and timeless motifs define its casually opulent style. Presented in an updated mid-tone brown finish with a beautiful patina, Castella offers Classic European design with an updated twist.

Width: 49 1/4"" (125.1 cm) 
Depth: 49 1/4"" (125.1 cm) 
Height: 22 1/2"" (57.2 cm) 
Weight: 179.68 lb (80.9 kg)","5878-80112-80-1,
5878-80112-80-2,
5878-80112-80-3,
5878-80112-80-4"
5889-80111-00,Hooker Furniture Living Room Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,585,1287,"Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 18"" (45.7 cm) 
Weight: 73.7 lb (33.2 kg)","5889-80111-00-1,
5889-80111-00-2,
5889-80111-00-3"
5903-80111-85,Hooker Furniture Living Room Round Cocktail Table (Gray),Hooker Furniture,Tables > Cocktail Tables,383,842.6,"Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 50.6 lb (22.8 kg)","5903-80111-85-1,
5903-80111-85-2,
5903-80111-85-3"
5914-80110-00,Hooker Furniture Living Room Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,669,1471.8,"Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 42"" (106.7 cm) 
Depth: 42"" (106.7 cm) 
Height: 18"" (45.7 cm) 
Weight: 92.6 lb (41.7 kg)","5914-80110-00-1,
5914-80110-00-2,
5914-80110-00-3"
5918-80111-00,Hooker Furniture Living Room Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,837,1841.4,"Give your home a shot of style with our living room furniture. Make this room the perfect spot for conversation, entertaining or just relaxing.

Width: 38"" (96.5 cm) 
Depth: 38"" (96.5 cm) 
Height: 19"" (48.3 cm) 
Weight: 101.41 lb (45.6 kg)","5918-80111-00-1,
5918-80111-00-2,
5918-80111-00-3,
5918-80111-00-4"
5934-80111-00,Hooker Furniture Living Room Melange Marin Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,759,1669.8,"Come closer to Melange, and you will discover something unexpected. An eclectic blending of colors, textures, and materials in a vibrant collection of one-of-a-kind artistic pieces, Melange is meant to inspire you and fuel an experience of self discovery, inspiring a renaissance in your home. Each piece of Melange has its own story. The designs are versatile and timeless, easily transcending from one life stage to the next, from home to home and generation to generation.

Width: 42"" (106.7 cm) 
Depth: 42"" (106.7 cm) 
Height: 15 1/2"" (39.4 cm) 
Weight: 104 lb (46.8 kg)","5934-80111-00-1,
5934-80111-00-2,
5934-80111-00-3,
5934-80111-00-4"
5960-50001-BRN,Hooker Furniture Living Room Pinta Trail Strong Box Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1383,3042.6,"The Pinta Trail Strong Box Cocktail Table looks as Old West as cattle roaming on a ranch. But look inside. It's designed for modern living with sliding tops, removable trays, storage galore (including a nine-cell wine rack) and castors for easy moving. There are left and right sliding tops and one lift-lid in the center and the middle section is equipped for a lock. Inspired by the most beautiful examples of American countryside, Hooker Furniture's Hill Country Collection imparts an authentic American character. Hill Country is a collection of bedroom, dining, home office and accent furniture crafted of flat-cut rustic white oak veneer that is cracked before the finish is applied to appear seasoned over time.

Width: 49 1/2"" (125.7 cm) 
Depth: 29 1/2"" (74.9 cm) 
Height: 19"" (48.3 cm) 
Weight: 154 lb (69.3 kg)","5960-50001-BRN-1,
5960-50001-BRN-2,
5960-50001-BRN-3,
5960-50001-BRN-4,
5960-50001-BRN-5"
5960-80109-MTL,Hooker Furniture Living Room Luckenbach Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,761,1674.2,"Scroll-like legs crafted of cast iron, combined with a table top in antique travertine, makes this Luckenbach Round Cocktail Table an artistic expression of your style, and the epitome of rustic elegance. Inspired by the most beautiful examples of American countryside, Hooker Furniture's Hill Country Collection imparts an authentic American character. Hill Country is a collection of bedroom, dining, home office and accent furniture crafted of flat-cut rustic white oak veneer that is cracked before the finish is applied to appear seasoned over time.

Width: 40"" (101.6 cm) 
Depth: 40"" (101.6 cm) 
Height: 19"" (48.3 cm) 
Weight: 130.73 lb (58.8 kg)","5960-80109-MTL-1,
5960-80109-MTL-2,
5960-80109-MTL-3"
5960-80111-MULTI,Hooker Furniture Living Room Medina Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1000,2200,"Imparting an authentic American character, the Medina Round Cocktail table is inspired by the Texas Hill Country and crafted of White Oak and Walnut Veneers. The chunky shaped base with bracket feet is covered in a timeworn saddle brown finish paired with an anthracite black with dusty-wax hand up to create a two-tone finish. Inspired by the most beautiful examples of American countryside, Hooker Furniture's Hill Country Collection imparts an authentic American character. Hill Country is a collection of bedroom, dining, home office and accent furniture crafted of flat-cut rustic white oak veneer that is cracked before the finish is applied to appear seasoned over time.

Width: 48"" (121.9 cm) 
Depth: 48"" (121.9 cm) 
Height: 19"" (48.3 cm) 
Weight: 127.6 lb (57.4 kg)","5960-80111-MULTI-1,
5960-80111-MULTI-2,
5960-80111-MULTI-3,
5960-80111-MULTI-4"
5961-80109-02,Hooker Furniture Living Room Traditions Rectangle Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,834,1834.8,"Inspired by antiques and architecture of vintage character, the Traditions Cocktail table has four carved legs in a scroll design and a Solid-Wood Edge Top with a decorative starburst veneer pattern. Crafted of Pine, Oak and Maple Veneers, the table is finished in Magnolia, a soft white finish with distressing for casual sophistication. Inspired by a two-week trip through Europe in search of architecture and antiques full of vintage character, Hooker Furniture introduces the Traditions Collection. Targeting a design-oriented consumer with a sophisticated style, the whole home collection – one of the largest in company history – uses familiar forms to present a nostalgic, yet comfortable aesthetic. Layered with fresh elements, the group offers an updated presentation that speaks to a storied past, yet easily transitions into today’s interiors.

Width: 52"" (132.1 cm) 
Depth: 38"" (96.5 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 137 lb (61.6 kg)","5961-80109-02-1,
5961-80109-02-2,
5961-80109-02-3,
5961-80109-02-4"
5961-80109-89,Hooker Furniture Living Room Traditions Rectangle Cocktail Table (Dark),Hooker Furniture,Tables > Cocktail Tables,834,1834.8,"Inspired by antiques and architecture of vintage character, the Traditions Cocktail table has four carved legs in a scroll design and a Solid-Wood Edge Top. Crafted of Pine, Oak and Maple Veneers, the table is finished in Maduro, a rich brown with grey undertones. Inspired by a two-week trip through Europe in search of architecture and antiques full of vintage character, Hooker Furniture introduces the Traditions Collection. Targeting a design-oriented consumer with a sophisticated style, the whole home collection – one of the largest in company history – uses familiar forms to present a nostalgic, yet comfortable aesthetic. Layered with fresh elements, the group offers an updated presentation that speaks to a storied past, yet easily transitions into today’s interiors.

Width: 52"" (132.1 cm) 
Depth: 38"" (96.5 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 120 lb (54 kg)","5961-80109-89-1,
5961-80109-89-2,
5961-80109-89-3,
5961-80109-89-4"
5990-80109-LTWD,Hooker Furniture Living Room Elixir Oval Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,816,1795.2,"The soft oval shape of the Elixir Oval Cocktail Table is topped by a removeable glass surface for a marriage of simplicity and style. Crafted of Elm and Hardwood Solids, the table is finished in a serene gray beige on a lightly sand-blasted walnut veneer for an organic and textured look. The entire table is on casters for easy movement. Elixir is a casual contemporary collection that, like its name implies, exudes a feeling of comfort, simplicity and well-being. While Elixir has crisp, clean lines, character and visual interest are also achieved through the use of texture. Textural interest comes from the use of lightly sand-blasted walnut veneer, light texture applied to the metal elements along with a hand-carved texture added to the surface of select pieces such as the oval mirror and the round dining table. The buffet offers a beautiful carved starburst pattern on the doors.

Width: 52"" (132.1 cm) 
Depth: 27 3/4"" (70.5 cm) 
Height: 18 1/2"" (47 cm) 
Weight: 81.57 lb (36.7 kg)","5990-80109-LTWD-1,
5990-80109-LTWD-2,
5990-80109-LTWD-3"
5961-80209-89,Hooker Furniture Living Room Traditions Oval Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,857,1885.4,"Inspired by a two-week trip through Europe in search of architecture and antiques full of vintage character, Hooker Furniture introduces the Traditions Collection. Targeting a design-oriented consumer with a sophisticated style, the whole home collection – one of the largest in company history – uses familiar forms to present a nostalgic, yet comfortable aesthetic. Layered with fresh elements, the group offers an updated presentation that speaks to a storied past, yet easily transitions into today’s interiors.

Width: 52"" (132.1 cm) 
Depth: 32"" (81.3 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 66 lb (29.7 kg)","5961-80209-89-1,
5961-80209-89-2,
5961-80209-89-3"
5961-80210-00,Hooker Furniture Living Room Traditions Rectangle Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1121,2466.2,"Inspired by a two-week trip through Europe in search of architecture and antiques full of vintage character, Hooker Furniture introduces the Traditions Collection. Targeting a design-oriented consumer with a sophisticated style, the whole home collection – one of the largest in company history – uses familiar forms to present a nostalgic, yet comfortable aesthetic. Layered with fresh elements, the group offers an updated presentation that speaks to a storied past, yet easily transitions into today’s interiors.

Width: 58 3/4"" (149.2 cm) 
Depth: 30 3/4"" (78.1 cm) 
Height: 18 1/4"" (46.4 cm) 
Weight: 153 lb (68.8 kg)","5961-80210-00-1,
5961-80210-00-2,
5961-80210-00-3"
6033-80110-94,Hooker Furniture Living Room Chapman Mixed Media Rectangle Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,910,2002,"A hand-hammered forged pewter base, stretcher and inlay and a faux Shagreen-wrapped top come together to create an eclectic, mixed-media piece in the Chapman Cocktail Table, inspired by downtown urban living. Hooker Furniture has launched the Chapman collection, a smaller-scaled, casual-contemporary whole home group. The 55-piece collection features a curated mix of materials that present an updated look inspired by downtown urban living. Over the past several years, Hooker Furniture has embarked on a transformation of our product line, adding more modern and updated styles to our portfolio to reach a younger demographic. Chapman aligns perfectly with this strategy, filling a style gap in our portfolio with a collection that offers contemporary styling with a relaxed, casual feel. Designed for consumers who may live in loft-style spaces or homes with open concept floorplans, pieces are smaller in scale, yet are thoughtfully designed to provide plenty of storage and exude a sophisticated style.

Width: 54"" (137.2 cm) 
Depth: 28"" (71.1 cm) 
Height: 18"" (45.7 cm) 
Weight: 50 lb (22.5 kg)","6033-80110-94-1,
6033-80110-94-2,
6033-80110-94-3,
6033-80110-94-4"
6033-80111-85,Hooker Furniture Living Room Chapman Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1062,2336.4,"Warm and modern, the focal-point-worthy Chapman Round Cocktail Table invites you to gather round and get comfortable. Crafted of White Oak Veneers with hand-hammered metal ferrules, the table features the warm brown wire-brushed Sorrel finish. One fixed shelf. Hooker Furniture has launched the Chapman collection, a smaller-scaled, casual-contemporary whole home group. The 55-piece collection features a curated mix of materials that present an updated look inspired by downtown urban living. Over the past several years, Hooker Furniture has embarked on a transformation of our product line, adding more modern and updated styles to our portfolio to reach a younger demographic. Chapman aligns perfectly with this strategy, filling a style gap in our portfolio with a collection that offers contemporary styling with a relaxed, casual feel. Designed for consumers who may live in loft-style spaces or homes with open concept floorplans, pieces are smaller in scale, yet are thoughtfully designed to provide plenty of storage and exude a sophisticated style.

Width: 60"" (152.4 cm) 
Depth: 60"" (152.4 cm) 
Height: 18"" (45.7 cm) 
Weight: 171.63 lb (77.2 kg)","6033-80111-85-1,
6033-80111-85-2,
6033-80111-85-3"
6033-80111-99,Hooker Furniture Living Room Chapman Shou Sugi Ban Round Cocktail Table,Hooker Furniture,Tables > Cocktail Tables,1062,2336.4,"The Chapman Cocktail Table combines a shapely Art Deco silhouette with Pine Veneers in a Charred Black finish. This marriage of an ancient Japanese technique to achieve the look of burnt wood with a classic shape and hand-hammered metal ferrules creates a rustic yet timeless design. One fixed shelf. Hooker Furniture has launched the Chapman collection, a smaller-scaled, casual-contemporary whole home group. The 55-piece collection features a curated mix of materials that present an updated look inspired by downtown urban living. Over the past several years, Hooker Furniture has embarked on a transformation of our product line, adding more modern and updated styles to our portfolio to reach a younger demographic. Chapman aligns perfectly with this strategy, filling a style gap in our portfolio with a collection that offers contemporary styling with a relaxed, casual feel. Designed for consumers who may live in loft-style spaces or homes with open concept floorplans, pieces are smaller in scale, yet are thoughtfully designed to provide plenty of storage and exude a sophisticated style.

Width: 60"" (152.4 cm) 
Depth: 60"" (152.4 cm) 
Height: 18"" (45.7 cm) 
Weight: 172 lb (77.4 kg)","6033-80111-99-1,
6033-80111-99-2,
6033-80111-99-3,
6033-80111-99-4"
