sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height,
8120-40,Maitland Smith Philadelphia Side Chair,Maitland Smith,Seating > Dining Chairs,1287,30%,900.9,"8120-40 - PHILADELPHIA SIDE CHAIR
W: 64 cm D: 61 cm H: 104 cm 
Carved Polished Mahogany Chippendale Side Chair, Cabriole Leg, Neutral Fabric Upholstery
Weight: 9.5kg",8120-40-1,,,,
8109-40,Maitland Smith Heart Side Chair,Maitland Smith,Seating > Dining Chairs,1197,30%,837.9,"8109-40 - HEART SIDE CHAIR
W: 58 cm D: 64 cm H: 104 cm 
Hand Carved Polished Mahogany Finished Heart Shaped Shield Back Side Chair, Oyster Silk Upholstery
Weight: 10.9kg",8109-40-1,,,,
"8123-40
",Maitland Smith Connecticut Polished Mahogany Arm Chair Alternate,Maitland Smith,Seating > Dining Chairs,1347,30%,942.9,"8123-40 - CONNECTICUT POLISHED MAHOGANY SIDE CHAIR
W: 56 cm D: 53 cm H: 104 cm 
Carved Polished Mahogany Chippendale Straight Leg Side Chair, Neutral Fabric Upholstery
Weight: 14.5kg",8123-40-1,,,,
8111-35,Maitland Smith Dining Table with 2 Leaf Extenders,Maitland Smith,Tables > Dining Tables,8763,30%,6134.1,"8111-35 - DINING TABLE WITH 2 LEAF EXTENDERS
W: 366 cm D: 117 cm H: 76 cm 
Distressed Terra Nullius Finished Dining Table with Parquetry Accents
Weight: 184.6kg","8111-35-1,8111-35-2,8111-35-3,
8111-35-4",,,,
88-0121,Maitland Smith Grand Traditions Dining Table,Maitland Smith,Tables > Dining Tables,14490,30%,10143,"88-0121 - GRAND TRADITIONS DINING TABLE (GRT21)
W: 249 cm D: 132 cm H: 79 cm 
New Intro: Fall 2021
Mahogany Wood table wrapped in Crotch Walnut Veneer and finished in Bombay. Patterned natural veneer top explodes into a starburst pattern at the table’s ends. Column-style legs are supported by a three-footed base. Trimmed in Venetian Gold, this grand dining table features an inlaid 6mm hand painted Antique Mirror. Overall measurements include 26"" removable table leaf.
Weight: 186.9kg","88-0121-1,
88-0121-2,
88-0121-3",,,,
88-0721,Maitland Smith Ensemble Dining Table,Maitland Smith,Tables > Dining Tables,5997,30%,4197.9,"88-0721 - ENSEMBLE DINING TABLE (C-EN21)
W: 221 cm D: 117 cm H: 76 cm 
New Intro: Fall 2021
This symmetrical, sculptural dining table is formed of White Oak Wood wrapped in Crown White Ash Veneer. Curved, tusk-shaped support posts are wrapped in Linen. Finished in Ensemble.
Weight: 121.6kg",88-0721-1,,,,
8300-35,Maitland Smith Ella Dining Table,Maitland Smith,Tables > Dining Tables,6897,30%,4827.9,"8300-35 - ELLA DINING TABLE
W: 152 cm D: 152 cm H: 76 cm 
French country cerused oak table with a plaster finished base
Weight: 105.7kg",8300-35-1,,,,
88-0108,Maitland Smith Aria Round Dining Table,Maitland Smith,Tables > Dining Tables,7995,30%,5596.5,"88-0108 - ARIA ROUND DINING TABLE (C-AR08)
W: 183 cm D: 183 cm H: 76 cm 
New Intro: Fall 2021
Mahogany Wood table top with Ash Burl veneer in an inlaid Versailles Parquetry pattern, finished in Aria. Metal base is finished in Bronze and features six scroll legs connected by a circular stretcher with Aged Gold details. Wooden and metal components are both trimmed in Aged Gold.
Weight: 86.2kg","88-0108-1,
88-0108-2",,,,
88-0421,Maitland Smith Piazza San Marco Dining Table,Maitland Smith,Tables > Dining Tables,19497,30%,13647.9,"88-0421 - PIAZZA SAN MARCO DINING TABLE (PSM21-1)
W: 315 cm D: 132 cm H: 76 cm 
New Intro: Fall 2021
Solid Malay Beech Wood in Old World Orleans finish with hand carved and gilded Versailles trim. Two flipped Ionic style legs are classically adorned with Versailles trim. Twisted wrought-iron stretcher bar at base strengthens the profile of this table in Versailles finish. Overall measurements include removable 26"" leaf extension.
Weight: 269.0kg","88-0421-1,
88-0421-2",,,,
88-0621,Maitland Smith Lyric Dining Table,Maitland Smith,Tables > Dining Tables,6990,30%,4893,"88-0621 - LYRIC DINING TABLE (C-LY21)
W: 218 cm D: 112 cm H: 74 cm 
New Intro: Fall 2021
Mahogany Wood dining table is wrapped in Ropey Cherry Veneer and polished with Lyric finish. Curved pillar base features metal trim finished in Satin Brass. Additional trim finished in Caviar. Overall measurements include removable 24"" table leaf.
Weight: 125.2kg","88-0621-1,
88-0621-2,
88-0621-3",,,,
8129-35,Maitland Smith Luis Jupe Dining Table,Maitland Smith,Tables > Dining Tables,9897,30%,6927.9,"8129-35 - LUIS JUPE DINING TABLE
W: 213 cm D: 213 cm H: 76 cm 
Dark Walnut Finished Round Jupe Dining Table
Weight: 169.6kg","8129-35-1,
8129-35-2,
8129-35-3,
8129-35-4",,,,
88-0521,Maitland Smith Majorca Dining Table,Maitland Smith,Tables > Dining Tables,11997,30%,8397.9,"88-0521 - MAJORCA DINING TABLE (MAJ21)
W: 307 cm D: 132 cm H: 76 cm 
New Intro: Fall 2021
Mahogany Wood dining table, finished in Briar, is wrapped in a woven link parquet White Ash Veneer tabletop pattern. Handmade Carvings on legs and rail are trimmed in gilded Venetian Gold. Overall measurements include removable 23"" table leaf.
Weight: 165.6kg","88-0521-1,
88-0521-2,
88-0521-3,
88-0521-4,
88-0521-5",,,,
8298-35,Maitland Smith Cete Dining Table,Maitland Smith,Tables > Dining Tables,8547,30%,5982.9,"8298-35 - CETE DINING TABLE
W: 137 cm D: 137 cm H: 76 cm 
Aged bronze fish sculpture upon a wood base with a glass top
Weight: 92.1kg","8298-35-1,
8298-35-2,
8298-35-3",,,,
88-0321,Maitland Smith Aria Dining Table,Maitland Smith,Tables > Dining Tables,8490,30%,5943,"88-0321 - ARIA DINING TABLE (C-AR21)
W: 213 cm D: 117 cm H: 76 cm 
New Intro: Fall 2021
Solid Mahogany Wood table features an elegantly-woven parquet inlay top formed from Ash Burl, White Ash, and Walnut Veneers. Finished in Aria, this elaborate dining table boasts handmade carvings on the legs and rails, trimmed in gilded Aged Gold. Overall measurements include removable 26"" table leaf.
Weight: 85.3kg","88-0321-1,
88-0321-2,
88-0321-3",,,,
88-0221,Maitland Smith Bolero Dining Table,Maitland Smith,Tables > Dining Tables,16995,30%,11896.5,"88-0221 - BOLERO DINING TABLE (BOL21)
W: 320 cm D: 124 cm H: 79 cm 
New Intro: Fall 2021
Solid Malay Beech Wood. Table top showcases a starburst White Ash base, inlaid with ogee tile pattern in Walnut. Curved Walnut Veneer base features hand carved and gilded trim in Deco Silver, with twisted metal stretcher bar. Finished in a combination of Contemporary Havana and Bombay. Overall measurements include 31"" leaf extension.
Weight: 257.6kg","88-0221-1,
88-0221-2,
88-0221-3",,,,
8103-35,Maitland Smith Roundabout Dining Table,Maitland Smith,Tables > Dining Tables,10347,30%,7242.9,"8103-35 - ROUNDABOUT DINING TABLE
W: 224 cm D: 224 cm H: 76 cm 
Aged Regency Finished Expandable Dining Table, Crotch Mahogany Veneer, Brass Accents
Weight: 167.4kg","8103-35-1,
8103-35-2,
8103-35-3",,,,
8107-35,Maitland Smith Manor Dining Table,Maitland Smith,Tables > Dining Tables,11547,30%,8082.9,"8107-35 - MANOR DINING TABLE
W: 348 cm D: 119 cm H: 79 cm 
Mahogany Finished Double Pedestal Dining Table with Carved Gilded Accents
Weight: 183.3kg",8107-35-1,,,,
"8105-35
",Maitland Smith Greek Key Dining Table ,Maitland Smith,Tables > Dining Tables,10497,30%,7347.9,"8105-35 - GREEK KEY DINING TABLE
W: 282 cm D: 122 cm H: 76 cm 
Mahogany Finished Crotch Mahogany Veneer Dining Table, Crossbanding Top, Brass Mounts
WeightL 175.5kg","8105-35-1,
8105-35-2,
8105-35-3",,,,
88-0415,Maitland Smith Ensemble Dresser,Maitland Smith,Dressers,6990,30%,4893,"88-0415 - Ensemble Dresser (C-EN15)
W: 183 cm D: 48 cm H: 89 cm 
New Intro: Fall 2021
Euro Beech Wood and Mahogany dresser with nine drawers, providing plenty of storage. Finished in Ensemble, with a textured combination of Matte Nickel and Polished Nickel hardware.
Weight: 144.2kg",88-0415-1,,,,
88-0215 ,Maitland Smith Majorca Dresser,Maitland Smith,Dressers,9900,30%,6930,"88-0215 - MAJORCA DRESSER (MAJ15)
W: 188 cm D: 51 cm H: 114 cm 
New Intro: Fall 2021
Euro Beech Wood dresser in Havana finish and gilded trim in Aged Venetian Gold. Three sliding drawers featuring White Ash Burl Veneer front panels, with a smaller sliding drawer on top. Antique Brass hardware.
Weight: 155.2kg",88-0215-1,,,,
88-0315,Maitland Smith Lyric Dresser,Maitland Smith,Dressers,7497,30%,5247.9,"88-0315 - LYRIC DRESSER (C-LY15)
W: 173 cm D: 51 cm H: 97 cm 
New Intro: Fall 2021
Mahogany Wood dresser celebrates natural wood textures in Ropey Cherry Veneer. Finished in Lyric with Cashmere trim and Satin Brass stainless steel ferrules and trim. Geometric Satin Brass hardware with Antique Mirror detail on three sliding drawers and 2 sets of adjustable shelves, providing plenty of storage concealed within this elegant profile.
Weight: 93.0kg","88-0315-1,
88-0315-2,
88-0315-3",,,,
88-0115,Maitland Smith Aria Dresser,Maitland Smith,Dressers,7197,30%,5037.9,"88-0115 - ARIA DRESSER (C-AR15)
W: 173 cm D: 56 cm H: 102 cm 
New Intro: Fall 2021
Mahogany Wood dresser in a combination of White Ash Veneer and Walnut Veneer makes an impression in Aria finish. Hand carved legs and trim are finished in Aged Gold. Brass and Nickel hardware on three sliding drawers.
Weight: 101.2kg","88-0115-1,
88-0115-2,
88-0115-3",,,,
88-0712,Maitland Smith Bolero Nightstand,Maitland Smith,Nightstands,6990,30%,4893,"88-0712 - BOLERO NIGHTSTAND (BOL12-2)
W: 74 cm D: 51 cm H: 79 cm 
New Intro: Fall 2021
Solid beech wood in Himalaya with shining Deco Silver trim. Featuring handmade antique mirror sides, drawer fronts, and top. Polished Nickel-plated solid brass hardware. Two soft close drawers.
Weight: 68.0kg",88-0712-1,,,,
8114-43,Maitland Smith Studio Klismos Game Chair,Maitland Smith,Seating > Game Chairs,2997,30%,2097.9,"8114-43 - STUDIO KLISMOS GAME CHAIR
W: 61 cm D: 71 cm H: 79 cm 
Gilded Iron Studio Kismos Game Chair with Galileo Black Leather Upholstery
Weight: 18.1kg",8114-43-1,,,,
8105-43,Maitland Smith Louis Game Chair,Maitland Smith,Seating > Game Chairs,2787,30%,1950.9,"8105-43 - LOUIS GAME CHAIR
W: 64 cm D: 71 cm H: 102 cm 
Dark Wellington Cottage Finished Swivel Game Chair, Old Attic Leather Upholstery, Brass Casters
Weight: 20.9kg",8105-43-1,,,,
8298-43,Maitland Smith Andover game Chair,Maitland Smith,Seating > Game Chairs,2247,30%,1572.9,"8298-43 - ANDOVER GAME CHAIR
W: 66 cm D: 66 cm H: 104 cm 
Espresso Finished Neoclassical Mahogany Game Chair with Black Leather Upholstery, Brass Casters
Weight: 27.7kg","8298-43-1,
8298-43-2,
8298-43-3",,,,
8107-43,Maitland Smith Swank Game Chair,Maitland Smith,Seating > Game Chairs,3237,30%,2265.9,"8107-43 - SWANK GAME CHAIR
W: 69 cm D: 69 cm H: 97 cm 
Aged Regency Finished Game Chair, Chocolate Leather Upholstery, Brass Tack Accents and Casters
Weight: 30.4kg",8107-43-1,,,,
8106-43,Maitland Smith Gentry Game Chair,Maitland Smith,Seating > Game Chairs,2337,30%,1635.9,"8106-43 - GENTRY GAME CHAIR
W: 69 cm D: 58 cm H: 84 cm 
Carved Napoleon Brown Finished Game Chair, Briarwood Leather Upholstery, Brass Accents
Weight: 18.6kg",8106-43-1,,,,
8103-43,Maitland Smith Contour Game Chair,Maitland Smith,Seating > Game Chairs,1737,30%,1215.9,"8103-43 - CONTOUR GAME CHAIR
W: 61 cm D: 64 cm H: 86 cm 
Warm Walnut Finished Swivel Game Chair, Florentine Brown Leather Seat
Weight: 15.0kg",8103-43-1,,,,
8299-31,Maitland Smith Poker Table,Maitland Smith,Tables > Game Tables,9597,30%,6717.9,"8299-31 - POKER TABLE
W: 144 cm D: 165 cm H: 80 cm 
Hexagonal shaped poker table in dark antique lido finish with green felt top and antique brown leather edges
Weight: 56.7kg","8299-31-1,
8299-31-2,
8299-31-3,
8299-31-4",,,,
8106-31,Maitland Smith Ashton Foosball Game Table,Maitland Smith,Tables > Game Tables,11997,30%,8397.9,"8106-31 - ASHTON FOOSBALL GAME TABLE
W: 147 cm D: 79 cm H: 91 cm 
Napoleon Brown and Antique Aubergine Finished Foosball Game Table, Monkey and Lion Players
Weight: 146.5kg","8106-31-1,
8106-31-2,
8106-31-3",,,,
8102-31,Maitland Smith Lowry Game table,Maitland Smith,Tables > Game Tables,4347,30%,3042.9,"8102-31 - LOWRY GAME TABLE
W: 86 cm D: 86 cm H: 76 cm 
Aged Regency Mahogany Finished Round Game Board Table, Flip Side is Florentine Leather for Backgammon
Weight: 50.8kg",8102-31-1,,,,
8101-31,Maitland Smith Exeter Game Table,Maitland Smith,Tables > Game Tables,4647,30%,3252.9,"8101-31 - EXETER GAME TABLE
W: 122 cm D: 122 cm H: 79 cm 
Frontier Finished Mahogany Card Table, Black Angus Leather Top, Pompeian Brass Accents
Weight: 96.6kg",8101-31-1,,,,
8100-31-1,Maitland Smith Choate Game Table,Maitland Smith,Tables > Game Tables,5247,30%,3672.9,"8100-31 - CHOATE GAME TABLE
W: 86 cm D: 86 cm H: 79 cm 
Frontier Finished Mahogany Game Table, Distressed Black Leather Top, Old English Brass Accents
Weight: 55.8kg","8100-31-1,
8100-31-2,
8100-31-3",,,,
"8107-13
",Maitland Smith Texas Hold'em Table Cover,Maitland Smith,Tables > Game Tables,4047,30%,2832.9,"8107-13 - TEXAS HOLD'EM TABLE COVER
W: 211 cm D: 97 cm H: 3 cm 
Dark Antique Lido Finished Dining Table Top, Reversible Six Piece Top has Dark Antique Lido Finish on European Walnut Burl on One Side and Leather on the Other
Weight: 35.4kg",8107-13-1,,,,
8104-31,Maitland Smith Texas Hold'em Table,Maitland Smith,Tables > Game Tables,8247,30%,5772.9,"8104-31 - TEXAS HOLD'EM GAME TABLE
W: 231 cm D: 117 cm H: 81 cm 
Dark Antique Lido Finished Texas Hold'em Poker Table, Green Felt and Leather Top
Weight: 147.4kg","8104-31-1,
8104-31-2",,,,
8196-28,Maitand Smith Mirror W/Croc Patterned Leather Inlay,Maitland Smith,Accessories > Mirrors,2139,30%,1497.3,"8196-28 - MIRROR W/CROC PATTERNED LEATHER INLAY
W: 81 cm D: 10 cm H: 137 cm 
Weight: 30.4kg",8196-28-1,,,,
8218-28,Maitland Smith Round Silver Leaf Cast Resin Mirror,Maitland Smith,Accessories > Mirrors,915,30%,640.5,"8218-28 - ROUND SILVER LEAF CAST RESIN MIRROR
W: 76 cm D: 10 cm H: 76 cm 
Weight: 20kg",8218-28-1,,,,
8159-28,Maitland Smith Ferretti Mirror,Maitland Smith,Accessories > Mirrors,4947,30%,3462.9,"8159-28 - FERRETTI MIRROR
W: 124 cm D: 5 cm H: 221 cm 
Hand Carved Overscaled Baroque Mirror in Antique Gold Finish with Red Umber Highlights
Weight: 64.9kg",8159-28-1,,,,
8317-28,Maitland Smith Radial Mirror,Maitland Smith,Accessories > Mirrors,2697,30%,1887.9,"8317-28 - RADIAL MIRROR
W: 114 cm D: 3 cm H: 114 cm 
Beveled radial mirror with parquetry inlay border in assorted veneers with brass edges
Weight: 29.0kg","8317-28-1,
8317-28-2",,,,
8207-28,Maitland Smith Gold Mirror Glass Leaf Decor,Maitland Smith,Accessories > Mirrors,2751,30%,1925.7,"8207-28 - GOLD MIRROR GLASS LEAF DECOR
W: 102 cm D: 3 cm H: 127 cm 
Weight: 4.1kg",8207-28-1,,,,
88-0117,Maitland Smith Aria Mirror ,Maitland Smith,Accessories > Mirrors,2250,30%,1575,"88-0117 - ARIA MIRROR (C-AR17)
W: 91 cm D: 10 cm H: 155 cm 
New Intro: Fall 2021
Mahogany Wood frame in Burnished Silver with Venetian Gold trim on handmade carvings. Clear Mirror is 6mm thick.
Weight: 30.4kg","88-0117-1,
88-0117-2",,,,
8300-28,Maitland Smith Neoclassique Cheval Mirror,Maitland Smith,Accessories > Mirrors,3747,30%,2622.9,"8300-28 - NEOCLASSIQUE CHEVAL MIRROR
W: 91 cm D: 51 cm H: 206 cm 
Black Lacquer Finished Cheval Mirror with Vintage Silver Gilt and Brass Accents, Beveled Glass
Weight: 59.4kg","8300-28-1,
8300-28-2,
8300-28-3,
8300-28-4",,,,
8108-28,Maitland Smith Pediment Mirror,Maitland Smith,Accessories > Mirrors,2997,30%,2097.9,"8108-28 - PEDIMENT MIRROR
W: 102 cm D: 5 cm H: 140 cm 
Eglomise Faux Tortoise Mirror with Gold Gilded Accents
Weight: 39.0kg",8108-28-1,,,,
8212-28,Maitland Smith Parthenon Mirror,Maitland Smith,Accessories > Mirrors,1545,30%,1081.5,"8212-28 - PARTHENON MIRROR
W: 79 cm D: 8 cm H: 119 cm 
Mirror Glass Inlaid Mirror with Beveled Edges, Chablis Silver Accents
Weight: 22.7kg",8212-28-1,,,,
8174-28,Maitland Smith Casali Mirror,Maitland Smith,Accessories > Mirrors,2997,30%,2097.9,"8174-28 - CASALI MIRROR
W: 173 cm D: 5 cm H: 140 cm 
Carved Acanthus Leaf Gold Gilded Mirror with Sectioned Mirror Glass
Weight: 40.4kg",8174-28-1,,,,
8171-28,Maitland Smith Canova Mirror,Maitland Smith,Accessories > Mirrors,1695,30%,1186.5,"8171-28 - CANOVA MIRROR
W: 97 cm D: 10 cm H: 155 cm 
Empire Mirror with Burnished Gold and Black Accents, Beveled Glass
Weight: 32.7kg",8171-28-1,,,,
8164-28,Maitland Smith Castello Mirror,Maitland Smith,Accessories > Mirrors,2547,30%,1782.9,"8164-28 - CASTELLO MIRROR
W: 79 cm D: 5 cm H: 127 cm 
Hand Cut and Etched Shaped Venetian Glass Mirror Frame, Beveled Glass
Weight: 11.8kg",8164-28-1,,,,
8165-28,Maitland Smith Torcello Mirror,Maitland Smith,Accessories > Mirrors,1347,30%,942.9,"8165-28 - TORCELLO MIRROR
W: 76 cm D: 8 cm H: 97 cm 
Hand Cut and Etched Shaped Venetian Glass Mirror Frame, Beveled Glass
Weight: 39.0kg",8165-28-1,,,,
8129-28,Maitland Smith Traversi Mirror,Maitland Smith,Accessories > Mirrors,4137,30%,2895.9,"8129-28 - TRAVERSI MIRROR
W: 119 cm D: 5 cm H: 97 cm 
Baroque Hand Carved Overmantel Mirror in Antiqued Gold Metal Leaf Finish
Weight: 16.3kg",8129-28-1,,,,
8154-28,Maitland Smith Arched Mirror Scrolls/Leaves,Maitland Smith,Accessories > Mirrors,981,30%,686.7,"8154-28 - ARCHED MIRROR SCROLLS/LEAVES
W: 71 cm D: 5 cm H: 117 cm 
Weight: 8.6kg",8154-28-1,,,,
8156-15,Maitland Smith Cartouche Mirror,Maitland Smith,Accessories > Mirrors,1947,30%,1362.9,"8156-15 - CARTOUCHE MIRROR
W: 66 cm D: 5 cm H: 117 cm 
Elegant Mirror in Antiqued Gold Metal Leaf Finish with C-Scrolled Design
Weight: 12.2kg","8158-28-1
",,,,
8108-34,Maitland Smith Reed Console Table,Maitland Smith,Tables > Console Tables,3087,30%,2160.9,"8108-34 - REED CONSOLE TABLE
W: 36 in D: 18 in H: 31 in 
Regency Finished Mahogany Neoclassic Console Table, Crotch Veneer, Fluted Leg
Weight: 43lbs",8108-34-1,,,,
8111-34,Maitland Smith Cornell Console Table,Maitland Smith,Tables > Console Tables,2787,30%,1950.9,"8111-34 - CORNELL CONSOLE TABLE
W: 49 in D: 14 in H: 35 in 
Aged Regency Finished Mahogany Sheraton Console Table, Crotch Veneers, Tapered Legs
Weight: 54lbs",8111-34-1,,,,
8112-34,Maitland Smith Tyler Console Table,Maitland Smith,Tables > Console Tables,2667,30%,1866.9,"8112-34 - TYLER CONSOLE TABLE
W: 60 in D: 16 in H: 34 in 
Aged Regency Mahogany Finished Console Table, Crotch Veneers, Dark Antique Brass Accents
Weight: 66lbs",8112-34-1,,,,
8113-34,Maitland Smith Vincente Console Table,Maitland Smith,Tables > Console Tables,5697,30%,3987.9,"8113-34 - VICENTE CONSOLE TABLE
W: 78 in D: 21 in H: 37 in 
Antique Lido Finished Console Table, Primavera Veneers, Mactan Stone Top
Weight: 142lbs",8113-34-1,,,,
8121-34,Maitland Smith Bigsby Console Table,Maitland Smith,Tables > Console Tables,3897,30%,2727.9,"8121-34 - BIGSBY CONSOLE TABLE
W: 52 in D: 15 in H: 32 in 
Aged Regency Finished Console Table with Marquetry Accents
Weight: 64lbs",8121-34-1,,,,
8122-34,Maitland Smith Hepplewhite Console Table,Maitland Smith,Tables > Console Tables,2187,30%,1530.9,"8122-34 - HEPPLEWHITE CONSOLE TABLE
W: 40 in D: 15 in H: 33 in 
Irish Mahogany Finished Demilune Console Table, Crotch Mahogany and Satinwood Veneer
Weight: 39lbs",8122-34-1,,,,
8128-34,Maitland Smith Nathan Console Table ,Maitland Smith,Tables > Console Tables,4647,30%,3252.9,"8128-34 - NATHAN CONSOLE TABLE
W: 53 in D: 15 in H: 32 in 
Crotch Mahogany Late Georgian Console Table, Antique Gold Metal Leaf Accents
Weight: 85lbs",8128-34-1,,,,
8144-34,Maitland Smith Pierce Console Table,Maitland Smith,Tables > Console Tables,2445,30%,1711.5,"8144-34 - PIERCE CONSOLE TABLE
W: 56 in D: 18 in H: 33.70 in 
White Washed Oak Pierce Console Table with Oil Rubbed Steel Posts
Weight: 110lbs",8144-34-1,,,,
8153-34,Maitland Smith Winthrop Console Table,Maitland Smith,Tables > Console Tables,2547,30%,1782.9,"8153-34 - WINTHROP CONSOLE TABLE
W: 72 in D: 10 in H: 32 in 
Dark Walnut Finished Winthrop Console Table with Dessert Tan Scagliola Top, Metal Accents
Weight: 85lbs",8153-34-1,,,,
88-0106,Maitland Smith Lyric Console Table,Maitland Smith,Tables > Console Tables,4197,30%,2937.9,"88-0106 - LYRIC CONSOLE (C-LY06)
W: 64 in D: 16 in H: 36 in 
New Intro: Fall 2021
Mahogany Wood console table in Ropey Cherry Veneer, finished in Lyric. The arching Stainless Steel base creates a weightless look in Cashmere Silver as it supports the top. Sleek glass top. Additional wood finish in Caviar.
Weight: 133lbs",88-0106-1,,,,
88-0110,Maitland Smith Ensemble Credenza,Maitland Smith,Tables > Console Tables,7197,30%,5037.9,"88-0110 - ENSEMBLE CREDENZA (C-EN10)
W: 64 in D: 18 in H: 38 in 
New Intro: Fall 2021
Euro Beech Wood in Euro Beech and White Ash Veneer. Front panel doors wrapped in Linen. Finished in Ensemble. Geometric Stainless Steel grillwork is finished in Matte Nickel and fixed over front cabinet doors, which contain four adjustable shelves.
Weight: 7197",88-0110-1,,,,
88-0206,Maitland Smith Aria Console table,Maitland Smith,Tables > Console Tables,4995,30%,3496.5,"88-0206 - ARIA CONSOLE TABLE (C-AR06)
W: 68 in D: 19 in H: 37 in 
New Intro: Fall 2021
Aria wood finish with Aged Gold wood trim and Bronze metal with Aged Gold metal finish and Regency glass top.
Weight: 148lbs","88-0206-1,
88-0206-2",,,,
88-0210,Maitland Smith Lyric Credenza,Maitland Smith,Credenzas & Sideboards,5997,30%,4197.9,"88-0210 - LYRIC CREDENZA (C-LY10)
W: 76 in D: 20 in H: 36 in 
New Intro: Fall 2021
Mahogany Wood credenza wrapped in Mahogany Veneer and topped in 5mm Black Tinted beveled glass. Finished in Lyric, this sleek credenza is outfitted in Cashmere Gold Stainless Steel ferules and trim. Front doors open to reveal two adjustable shelves.
Weight: 276lbs","88-0210-1,
88-0210-2,
88-0210-3",,,,
88-0306,Maitland Smith Ensemble Console Table,Maitland Smith,Tables > Console Tables,4197,30%,2937.9,"88-0306 - ENSEMBLE CONSOLE TABLE (C-EN06)
W: 80 in D: 18 in H: 36 in 
New Intro: Fall 2021
This symmetrical, sculptural console table is formed of Rubber Wood wrapped in Crown White Ash Veneer. Curved tusk-shaped posts are wrapped in Linen. Finished in Ensemble.
Weight: 180lbs",88-0306-1,,,,
88-0310,Maitland Smith Aria Credenza,Maitland Smith,Credenzas & Sideboards,8997,30%,6297.9,"88-0310 - ARIA CREDENZA (C-AR10)
W: 78 in D: 22 in H: 38 in 
New Intro: Fall 2021
This Mahogany Wood credenza, in a combination of White Ash and Mahogany Veneer, features an Antique Mirror Top. Finished in Aria, the piece is trimmed in Aged Gold and paneled with Regency Glass in a diamond tile pattern. A combination of detailed Polished Brass and Nickel hardware open to reveal three adjustable shelves.
Weight: 474lbs",88-0310-1,,,,
88-0410,Maitland Smith Grand Traditions Credenza,Maitland Smith,Credenzas & Sideboards,13497,30%,9447.9,"88-0410 - GRAND TRADITIONS CREDENZA (GRT10)
W: 93 in D: 24 in H: 42 in 
New Intro: Fall 2021
Mahogany Credenza in a stunning combination of Crotch Walnut, White Ash, and Figured Ash Veneer. Finished in Bombay, it is crowned with a Polished Michelangelo Marble top. Handmade carvings on doors and trim are finished in Venetian Gold. Antique Satin Brass hardware reveals two drawers and three adjustable shelves, providing plenty of storage.
Weight: 455lbs","88-0410-1,
88-0410-2,
88-0410-3",,,,
88-0510,Maitland Smith Piazza San Marco Credenza,Maitland Smith,Credenzas & Sideboards,19497,30%,13647.9,"88-0510 - PIAZZA SAN MARCO CREDENZA (PSM10-1)
W: 90 in D: 26 in H: 42 in 
New Intro: Fall 2021
Solid Malay Beech Wood in Old World Orleans finish with hand-carved Versailles trim and a smoothly polished Spanish Madeira Marble top. Three functioning cabinet doors are adorned with hand-painted silver Venetian artwork atop antique mirror plating. One drawer. Solid brass hardware plated in antique nickel.
Weight: 452lbs","88-0510-1,
88-0510-2",,,,
HM1238,Maitland Smith Walt Console,Maitland Smith,Tables > Console Tables,4197,30%,2937.9,"HM1238 - WALT CONSOLE
W: 64 in D: 16 in H: 32 in 
Medium Walnut Finished Walt Console Table
Weight: 67lbs",HM1238-1,,,,
HM1248N,Maitland Smith Fable Console Table,Maitland Smith,Tables > Console Tables,3747,30%,2622.9,"HM1248N - FABLE CONSOLE
W: 72 in D: 14 in H: 32 in 
Mahogany Fable Console Table with Bronze Finished Uprights
Weight: 122lbs",HM1248N-1,,,,
HM1274,Maitland Smith Realm Console Table,Maitland Smith,Tables > Console Tables,2547,30%,1782.9,"HM1274 - REALM CONSOLE TABLE
W: 62 in D: 14 in H: 34 in 
Realm Console Table with Forged Iron Base and Hand Waxed Oak Solid Top
Weight: 74lbs","HM1274-1,
HM1274-2",,,,
HM1275,Maitland Smith Charm Console Table,Maitland Smith,Tables > Console Tables,2547,30%,1782.9,"HM1275 - CHARM CONSOLE TABLE
W: 51.25 in D: 18 in H: 36 in 
Burnished Steel Charm Console Table with Creme Scagliola Top
Weight: 130lbs","HM1275-1,
HM1275-2",,,,
HM1306,Maitland Smith Suspend Console Table,Maitland Smith,Tables > Console Tables,4995,30%,3496.5,"HM1306 - SUSPEND CONSOLE TABLE
W: 72 in D: 18 in H: 32 in 
Suspend Console Table with Clear Acrylic Base and Rustic Lacquered Top and Shelf
Weight: 173lbs",HM1306-1,,,,
HM1313N,Maitland Smith Uri Console Table,Maitland Smith,Tables > Console Tables,4797,30%,3357.9,"HM1313N - URI CONSOLE TABLE
W: 66 in D: 16 in H: 32 in 
Weight: 46lbs","HM1313N-1,
HM1313N-2",,,,
HM1325,Maitland Smith San Juan Console Table,Maitland Smith,Tables > Console Tables,3447,30%,2412.9,"HM1325 - SAN JUAN CONSOLE TABLE
W: 60 in D: 18 in H: 34 in 
Antique Gold Base San Juan Console Table with Glass Top Over Azure Blue Lacquer
Weight: 151lbs","HM1325-1,
HM1325-2",,,,
HM1328N,Maitland Smith Triumph Console Table,Maitland Smith,Tables > Console Tables,3897,30%,2727.9,"HM1328N - TRIUMPH CONSOLE TABLE
W: 54 in D: 20 in H: 32.75 in 
Triumph Console Table with Primavera Veneered Top and Blackened Cast Iron Uprights
Weight: 184lbs",HM1328N-1,,,,
