sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height,
HM1331N,Maitland Smith Atticus Console Table,Maitland Smith,Tables > Console Tables,2895,30%,2026.5,"HM1331N - ATTICUS CONSOLE TABLE
W: 56 in D: 16 in H: 32 in 
Atticus Console Table with Crotch Walnut Veneer, Brass Ferrules and Trim, One Center Drawer
Weight: 80lbs",HM1331N-1,,,,
HM1333N,Maitland Smith League Console Table,Maitland Smith,Tables > Console Tables,2547,30%,1782.9,"HM1333N - LEAGUE CONSOLE TABLE
W: 56 in D: 15 in H: 34 in 
Venetian Pewter Finished Wrought Iron League Console Table with Arctic Grey Scagliola Top
Weight: 111lbs","HM1333N-1,
HM1333N-2",,,,
HM1334S,Maitland Smith Brock Small Console Table,Maitland Smith,Tables > Console Tables,2397,30%,1677.9,"HM1334S - BROCK SMALL CONSOLE TABLE
W: 36 in D: 10 in H: 32 in 
Hand Forged Iron in French Iron Finished Small Brock Console Table with Inset Tempered Glass Top and Shelf
Weight: 51lbs","HM1334S-1,
HM1334S-2",,,,
RA1411-3-AVA-BLA,Maitland Smith Edgefield Sofa Avalon Black,Maitland Smith,Seating > Sofas,5697,30%,3987.9,"RA1411-3-AVA-BLA - Edgefield Sofa
W: N/A D: N/A H: N/A 
Edgefield Sofa in Avalon Black Leather Upholstery, Tack Accents
Weight: 180lbs","RA1411-3-AVA-BLA-1,
RA1411-3-AVA-BLA-2,
RA1411-3-AVA-BLA-3",,,,
RA1411-3-BRI-IND,Maitland Smith Edgefield Sofa Briston Indigo,Maitland Smith,Seating > Sofas,4797,30%,3357.9,"RA1411-3-BRI-IND - EDGEFIELD SOFA RA1411-3-BRI-IND
W: 83 in D: 34 in H: 33 in 
Edgefield Sofa in Briston Indigo Leather Upholstery, Tack Accents
Weight: 180lbs",RA1411-3-BRI-IND-1,,,,
RA3188-RUS-CAM,Maitland Smith Dobbs Sofa,Maitland Smith,Seating > Sofas,5547,30%,3882.9,"RA3188-RUS-CAM - DOBBS SOFA RA3188-RUS-CAM
W: 90 in D: 36 in H: 30 in 
Dobbs Sofa in Rustic Camel Leather Upholstery, Tack Accents
Weight: 184lbs",RA3188-RUS-CAM-1,,,,
RA324-BRA-ALM,Maitland Smith Washington Sofa,Maitland Smith,Seating > Sofas,5997,30%,4197.9,"RA324-BRA-ALM - WASHINGTON SOFA RA324-BRA-ALM
W: 90 in D: 42 in H: 32 in 
Washington Sofa in Brandy Almond (protected) Leather Upholstery, Tufted, Tack Accents
Weight: 205lbs","RA324-BRA-ALM-1,
RA324-BRA-ALM-2",,,,
"RA6001-CRE-STR
",Maitland Smith Marilyn Campaign Sofa-Creston Straw,Maitland Smith,Seating > Sofas,3597,30%,2517.9,"RA6001-CRE-STR - MARILYN CAMPAIGN SOFA-CRESTON STRAW
W: 76 in D: 49 in H: 40 in 
Weight: 189lbs",RA6001-CRE-STR-1,,,,
8104-17,Maitland Smith Rock Table Lamp,Maitland Smith,Lighting > Table Lamps,2637,30%,1845.9,"8104-17 - ROCK TABLE LAMP
W: 18 in D: 18 in H: 31 in 
Rock Crystal Inlaid Table Lamp with Amber Finished Brass Accents and Glass Base, Silk Shade
Weight: 26lbs","8104-17-1,
8104-17-2",,,,
8107-17,Maitland Smith Sparkle Tochere Lamp,Maitland Smith,Lighting > Table Lamps,1647,30%,1152.9,"8107-17 - SPARKLE TORCHERE LAMP
W: 9 in D: 11 in H: 22 in 
White Oyster Shell Inlaid Torchere Lamp with Brass Accents and Glass Base
Weight: 17lbs",8107-17-1,,,,
8127-19,Maitland Smith Enlightened Sconce,Maitland Smith,Lighting > Wall Sconces,2187,30%,1530.9,"8127-19 - ENLIGHTENED SCONCE
W: 16 in D: 7 in H: 31 in 
Finely Cast Antique Patina Brass Cherub Wall Sconce, Silk Shades
Weight: 11lbs",8127-19-1,,,,
8211-17,Maitland Smith Kong Table Lamp,Maitland Smith,Lighting > Table Lamps,2847,30%,1992.9,"8211-17 - KONG TABLE LAMP
W: 13 in D: 11 in H: 35 in 
Antique Limed Finished Cast Brass Monkey Table Lamp on White Agate and Black Waxstone Base. Linen Shade
Weight: 87lbs",8211-17-1,,,,
RA1102-S-ALP-LOD,Maitland Smith Largo Swivel Chair,Maitland Smith,Seating > Occasional Chairs,2595,30%,1816.5,"RA1102-S-ALP-LOD - LARGO SWIVEL CHAIR RA1204S-ALP-LOD
W: 33 in D: 35 in H: 30 in 
Largo Swivel Chair in Alpine Loden Leather Upholstery, Tack Accents
Weight: 104lbs",RA1102-S-ALP-LOD-1,,,,
RA1160-CBS-FER-TOF,Maitland Smith Elias Channel Back Swivel ,Maitland Smith,Seating > Occasional Chairs,2895,30%,2026.5,"RA1160-CBS-FER-TOF - ELIAS CHANNEL BACK SWIVEL RA1160-CBS-FER-TOF
W: 32.50 in D: 35.25 in H: 31.25 in 
Elias Channel Back Swivel Chair in Fergus Toffee Leather Upholstery
Weight: 96lbs",RA1160-CBS-FER-TOF-1,,,,
RA1162-S-REN-CHO,Maitland Smith Bronson Swivel Chair,Maitland Smith,Seating > Occasional Chairs,3597,30%,2517.9,"RA1162-S-REN-CHO - BRONSON SWIVEL CHAIR RA1162-S-REN-CHO
W: 28.25 in D: 34 in H: 36 in 
Bronson Swivel Chair in Reno Chocolate (unprotected) Leather Upholstery
Weight: 78lbs","RA1162-S-REN-CHO-1,
RA1162-S-REN-CHO-2",,,,
RA1165-S-WIM-SLA,Maitland Smith Thompson Swivel Chair,Maitland Smith,Seating > Occasional Chairs,2667,30%,1866.9,"RA1165-S-WIM-SLA - THOMPSON SWIVEL CHAIR RA1056S-PAS-PEW
W: 29 in D: 36 in H: 36 in 
Thompson Swivel Chair in Wimberly Slate Leather Upholstery, Tack Accents
Weight: 98lbs",RA1165-S-WIM-SLA-1,,,,
RA2273-S-QUA-TAU,Maitland Smith Grantham Swivel Chair,Maitland Smith,Seating > Occasional Chairs,3297,30%,2307.9,"RA2273-S-QUA-TAU - Grantham Swivel Chair
W: 36 in D: 40 in H: 38 in 
Weight: 105lbs","RA2273-S-QUA-TAU-1,
RA2273-S-QUA-TAU-2,
RA2273-S-QUA-TAU-3",,,,
88-0511,Maitland Smith Majorca King Panel Bed,Maitland Smith,Beds,14490,30%,10143,"Mahogany king bed makes a grand impression in Cathedral Alder Veneer and decorative metal scrolls. Havana finish with gilded Aged Venetian Gold trim and Burnished Silver details.

W: 90 in D: 90 in H: 86 in","88-0511-1,
88-0511-2,
88-0511-3,
88-0511-4",,,,
88-0612,Maitland Smith Majorca Chest,Maitland Smith,Chests,4995,30%,3496.5,"Havana finish with Aged Venetian Gold trim, Polished Madeira marble top and Antique Brass hardware.

W: 40 in D: 19 in H: 32 in ",88-0612-1,,,,
88-0111,Aria King Panel Bed,Maitland Smith,Beds,9597,30%,6717.9,"Mahogany Wood king bed frame with an inlaid Versailles parquet Ash Burl Veneer pattern. Aria finish. Hand carved royal footboard and headboard feature gilded Aged Gold trim.

W: 88 in D: 90 in H: 77.50 in ","88-0111-1,
88-0111-2,
88-0111-3",,,,
88-0191,Piazza San Marco King Posterbed,Maitland Smith,Beds,28995,30%,20296.5,"*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Old World Orleans poster bed with hand carved and gilded trim in Versailles. Iron canopy in Versailles, featuring upholstered Diamond Tufted Headboard with stitched buttons.

W: 92 in D: 97 in H: 108 in ","88-0191-1,
88-0191-2,
88-0191-3,
88-0191-4,
88-0191-5",,,,
88-0211,Grand Traditions King Panel Bed,Maitland Smith,Beds,9990,30%,6993,"*UPHOLSTERY NOT AS SHOWN. Actual upholstery fabric pictured in additional slide* Elegant King Bed in Bronzed Silver finish with Verona Silver trim. Solid Mahogany Wood, with Diamond Quilted fabric upholstery. Featuring handmade carving on headboard, footboard, and side rails.

W: 90 in D: 85 in H: 79 in ","88-0211-1,
88-0211-2,
88-0211-3",,,,
89-1302,Cecil King Bed ,Maitland Smith,Beds,13875,30%,9712.5,"Mahogany four poster king bed with hand carved posters and starburst veneer headboard.

W: 85.50 in D: 90.50 in H: 88.75 in ",89-1302-1,,,,
89-1304,Vordach King Bed,Maitland Smith,Beds,14895,30%,10426.5,"Crotch Mahogany king bed with hand carved details, open canopy, and Brass accents.

W: 98 in D: 93 in H: 93 in ",89-1304-1,,,,
89-1501,Quarter Bar Stool,Maitland Smith,Seating > Bar Stools ,3645,30%,2551.5,"Mahogany bar stool with Antique Brown leather and Brass accents.

W: 21 in D: 19 in H: 46 in ","89-1501-1,89-1501-2,
89-1501-3,
89-1501-4,
89-1501-5,
89-1501-6",,,,
RA1038-SHA-BAR,Elkhorn Occasional Chair,Maitland Smith,Seating > Occasional Chairs,2787,30%,1950.9,"Elkhorn Occasional Chair in Shawnee Bark Leather Upholstery, Tack Accents

W: 30 in D: 38 in H: 37 in",RA1038-SHA-BAR-1,,,,
RA1162-1-REN-ACO,Bronson Chair,Maitland Smith,Seating > Occasional Chairs,2997,30%,2097.9,"Bronson Chair in Reno Acorn (unprotected) Leather Upholstery, Tack Accents

W: 28.25 in D: 34 in H: 36 in ","RA1162-1-REN-ACO-1,
RA1162-1-REN-ACO-2,
RA1162-1-REN-ACO-3",,,,
88-0413,Lyric Oval Nightstand,Maitland Smith,Nightstands,2490,30%,1743,"Oval Mahogany Wood nightstand in Ropey Cherry Veneer with Stainless Steel details and Lyric finish. Trimmed in Caviar. Topped with smooth 5mm Black Painted Glass. Satin Brass hardware with Antique Mirror detailing opens sliding drawer.

W: 32 in D: 22 in H: 28 in ",88-0413-1,,,,
89-0109,Poise Chiffonier,Maitland Smith,Chests,8760,30%,6132,"Crotch Mahogany and Movingue chiffonier with Marquetry inlay and one shelf.

W: 48 in D: 24 in H: 40 in ","89-0109-1,
89-0109-2,
89-0109-3,
89-0109-4,
89-0109-5,
89-0109-6",,,,
89-0802,Mandolin Chest of Drawers,Maitland Smith,Chests,5997,30%,4197.9,"Crotch Mahogany chest with intricate carving details and Brass handles.

W: 36 in D: 20 in H: 34 in ","89-0802-1,
89-0802-2,
89-0802-3,
89-0802-4,
89-0802-5,
89-0802-6",,,,
89-0803,Hemingway Chest,Maitland Smith,Chests,7110,30%,2133,"Crotch Mahogany Bowfront chest with Brass handles and four drawers.

W: 40 in D: 21 in H: 38 in ",89-0803-1,,,,
89-1109,Keira Kewlery Cabinet,Maitland Smith,Chests,6855,30%,4798.5,"Crotch Mahogany jewelry chest with marquetry inlay and Jewelry Liners.

W: 21 in D: 16 in H: 40 in ",89-1109-1,,,,
HM1003,Medallion Chest of Drawers,Maitland Smith,Chests,6297,30%,4407.9,"Toasted Almond Finished Medallion Chest of Drawers with Dark Bronze Accents

W: 52 in D: 21 in H: 34 in ",HM1003-1,,,,
88-0212,Grand Traditions Nightstand,Maitland Smith,Nightstands,4995,30%,3496.5,"Mahogany Wood nightstand in Figured Ash Veneer, finished in Bronzed Silver. Hand-carved legs and trim are gilded in Verona Silver, with a Polished Michelangelo Marble top. Antique Nickel knobs open two sliding drawers with decorative keyholes.

W: 42 in D: 21 in H: 32 in ",88-0212-1,,,,
88-0313,Grand Traditions Nightstand Style 13,Maitland Smith,Nightstands,4995,30%,3496.5,"Mahogany Wood in White Ash Burl Veneer, finished in deep Bombay. Trimmed with Venetian gold, detailed Polished Brass hardware opens three sliding drawers. Decorative keyhole is made of Polished Brass.

W: 40 in D: 21 in H: 32 in ",88-0313-1,,,,
88-0112,Aria Nightstand,Maitland Smith,Nightstands,3597,30%,2517.9,"Mahogany Wood wrapped in Mahogany and White Ash veneer is finished in Aria with a Polished Madeira marble top. Trimmed in Aged Gold, three functioning drawers are opened using a delicate combination of Polished Brass and Polished Nickel hardware.

W: 32 in D: 20 in H: 30 in ","88-0112-1,
88-0112-2",,,,
8135-34,Coral Console Table,Maitland Smith,Tables > Console Tables,5247,30%,3672.9,"Black Iron Coral Motif Console Table, Green Stone Base, Brass Accents, Beveled Glass Top

W: 49 in D: 14 in H: 37 in ",8135-34-1,,,,
8148-34,King of the Sea Console,Maitland Smith,Tables > Console Tables,5997,30%,4197.9,"Designed with the Ocean in mind, a precious clam stone top and base surround a cast resin oversized shell

W: 48 in D: 17 in H: 34.25 in ","8148-34-1,
8148-34-2,
8148-34-3",,,,
89-0103,Abaca Console Table,Maitland Smith,Tables > Console Tables,4725,30%,3307.5,"Natural Abaca wrapped console table.

W: 60 in D: 17 in H: 34 in","89-0103-1,
89-0103-2,
89-0103-3,
89-0103-4,
89-0103-5",,,,
89-0106,Genteel Console Table,Maitland Smith,Tables > Console Tables,5805,30%,4063.5,"Birdseye Maple console table with Rosewood Banding and marquetry inlay. One center drawer with Brass ring pulls.

W: 45 in D: 20 in H: 33 in",89-0106-1,,,,
89-0107,Finneas Console Table,Maitland Smith,Tables > Console Tables,6405,30%,4483.5,"Myrtle Burl and Gold Gilt console table with Shell Inlay and Brass accents.

W: 64 in D: 17 in H: 34 in ",89-0107-1,,,,
89-0108,Song Console Table,Maitland Smith,Tables > Console Tables,3870,30%,2709,"Chinoiserie Black Laquered console table with Fine Brass accents.

W: 41 in D: 12 in H: 30.50 in",89-0108-1,,,,
89-1102,Trance Sideboard,Maitland Smith,Credenzas & Sideboards,7947,30%,5562.9,"Crotch Mahogany sideboard with inlay details and Brass hardware.

W: 60 in D: 24 in H: 38 in ",89-1102-1,,,,
89-1103,Aiden Sideboard,Maitland Smith,Credenzas & Sideboards,8697,30%,6087.9,"Crotch Mahogany and Movingue sideboard with marquetry fans and Brass handles.

W: 50 in D: 19 in H: 38 in","89-1103-1,
89-1103-2,
89-1103-3,89-1103-4,
89-1103-5,
89-1103-6",,,,
89-1104,Finneas Sideboard,Maitland Smith,Credenzas & Sideboards,13950,30%,9765,"Myrtle Burl and Gold Gilt sideboard with Shell Inlay and Brass accents.

W: 72 in D: 22 in H: 42 in ",89-1104-1,,,,
89-1105,Nathaniel Sideboard,Maitland Smith,Credenzas & Sideboards,9270,30%,6489,"Crotch Mahogany and Rosewood sideboard with center cutlery drawer and an interior shelf.

W: 65 in D: 15 in H: 35 in ","89-1105-1,
89-1105-2,
89-1105-3,
89-1105-4,
89-1105-5,
89-1105-6",,,,
89-1106,Diamond Rosewood Sideboard,Maitland Smith,Credenzas & Sideboards,7875,30%,5512.5,"Four door Santos Rosewood sideboard with center cutlery drawer and veneer pattern front.

W: 62 in D: 13 in H: 36 in ",89-1106-1,,,,
89-1107,Lillian Sideboard,Maitland Smith,Credenzas & Sideboards,8220,30%,5754,"Crotch Mahogany sideboard with four drawers with Brass Lion pulls and Brass accents.

W: 72 in D: 21 in H: 34 in ",89-1107-1,,,,
89-0703,Medallion Dining Table,Maitland Smith,Tables > Dining Tables,12765,30%,8935.5,"Crotch Mahogany round dining table with Movingue banding and Brass casters and one removable leaf.

W: 60 in D: 60 in H: 30 in ",89-0703-1,,,,
89-0702,Cardiff Dining Table,Maitland Smith,Tables > Dining Tables,13650,30%,9555,"Crotch Mahogany and Walnut half round dining table with Brass casters and two removable leaves.

W: 120 in D: 46 in H: 30 in ",89-0702-1,,,,
89-0701,Lukas Dining Table,Maitland Smith,Tables > Dining Tables,10497,30%,7347.9,"Antique Mahogany pedestal dining table with three drop in extenders and Brass casters.

W: 140 in D: 46 in H: 30 in ",89-0701-1,,,,
